word,word count,root word,root language,second language,ranked languages
veins,3,vein,Old French,Latin,Old French;Latin;English;Greek
verse,3,verse,Old English,Germanic,Old English;Germanic;Latin;Old French
vestige,3,vestige,French,Latin,French;Latin
vesuvius,3,,,,
victoria,3,victoria,Latin,,Latin
victorious,3,victorious,French,Latin,French;Latin
viewing,3,,,,
virgin,3,virgin,Old French,Latin,Old French;Latin;Greek;Spanish
virtues,3,virtue,Old French,Latin,Old French;Latin;English
visits,3,visit,Old French,Latin,Old French;Latin;English
vivid,3,vivid,French,Latin,French;Latin
viz,3,,,,
void,3,,,,
vote,3,,,,
waikiki,3,,,,
warily,3,,,,
watches,3,watch,Old English,Germanic,Old English;Germanic
waxed,3,wax,Old English,Germanic,Old English;Germanic;Old Saxon;German;Old Norse;Dutch;Slavonic;Polish;Russian;American English
wayside,3,,,,
weeping,3,weeping,Old English,French,Old English;French;German
welch,3,welch,Welsh,,Welsh
well-meaning,3,,,,
wet,3,wet,Old English,Germanic,Old English;Germanic;Old Frisian;Old Norse;American English
whaling,3,,,,
wharf,3,wharf,Old English,Germanic,Old English;Germanic;German;Old Norse;Greek;Sanskrit
wheel-tracks,3,,,,
wheeled,3,,,,
whereby,3,,,,
whistle,3,whistle,Old English,,Old English
whiz,3,,,,
whizzed,3,,,,
width,3,width,Old English,,Old English
wildest,3,,,,
wine,3,,,,
wink,3,,,,
wiser,3,wise,Old English,Old Frisian,Old English;Old Frisian;Old Saxon;Middle Dutch;Dutch;German
withal,3,withal,Old English,,Old English
worldly,3,worldly,Old English,Germanic,Old English;Germanic;Old Frisian;Old Saxon;Middle Dutch;Dutch;German;Old Norse
worm,3,,,,
worshipper,3,,,,
worthy,3,worthy,Old English,,Old English
wrapped,3,,,,
writ,3,writ,Old English,,Old English
yearned,3,yearn,Old English,Germanic,Old English;Germanic;German;Old Norse
yellow-jacket,3,,,,
youngs,3,young,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Old Norse;Middle Dutch;Dutch;German;Sanskrit;Latin;Slavonic;Russian;Old Irish;Welsh
youths,3,youth,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German
—for,3,,,,
—i,3,,,,
—which,3,,,,
"1,500",2,,,,
100,2,,,,
10th,2,,,,
11,2,,,,
"150,000",2,,,,
1778,2,,,,
1819,2,,,,
1857,2,,,,
1859,2,,,,
1860,2,,,,
1862,2,,,,
25,2,,,,
"30,000,000",2,,,,
"4,000",2,,,,
500,2,,,,
"6,000,000",2,,,,
"60,000",2,,,,
"8,000",2,,,,
a-coming,2,,,,
abilities,2,ability,Old French,Latin,Old French;Latin;English
abridgment,2,,,,
absent,2,,,,
absolution,2,absolution,Old French,Latin,Old French;Latin
abstraction,2,abstraction,Old French,Latin,Old French;Latin
abusive,2,abusive,French,Latin,French;Latin
acceded,2,accede,Latin,,Latin
accenting,2,accent,Old French,,Old French
accept,2,accept,Old French,Latin,Old French;Latin
accepting,2,accept,Old French,Latin,Old French;Latin
accidentally,2,,,,
accidents,2,accident,Old French,Latin,Old French;Latin
accommodating,2,,,,
accompanying,2,accompany,Old French,,Old French
accomplice,2,accomplice,Old French,Latin,Old French;Latin
accorded,2,accord,Old French,,Old French
accumulations,2,accumulation,Latin,,Latin
accurate,2,accurate,Latin,,Latin
accurately,2,accurate,Latin,,Latin
achievements,2,achievement,Old French,,Old French
aching,2,ache,Old English,Germanic,Old English;Germanic;Sanskrit;Greek
acid,2,,,,
acquiring,2,acquire,Old French,Latin,Old French;Latin
acted,2,act,Old French,Latin,Old French;Latin;Greek;Sanskrit;Old Norse;Irish
addressed,2,address,French,,French
addressing,2,address,French,,French
adduced,2,adduce,Latin,,Latin
adept,2,adept,Latin,,Latin
adhered,2,adhere,French,Latin,French;Latin
adjourn,2,adjourn,Old French,Latin,Old French;Latin
administration,2,administration,Latin,,Latin
admirably,2,,,,
admired,2,admire,Old French,Latin,Old French;Latin
admitted,2,admit,Latin,,Latin
advanced,2,,,,
advantageous,2,advantageous,English,French,English;French
advantages,2,advantage,Old French,Latin,Old French;Latin
adventures,2,,,,
advertising,2,advertise,French,Latin,French;Latin
advised,2,advise,Old French,,Old French
affluence,2,affluence,Old French,Latin,Old French;Latin
affords,2,afford,Old English,Latin,Old English;Latin
afloat,2,afloat,Old English,,Old English
africa,2,africa,Latin,Arabic,Latin;Arabic;English
again—and,2,,,,
aggravation,2,aggravation,French,Latin,French;Latin
agree,2,agree,Old French,Latin,Old French;Latin
agriculture,2,agriculture,Latin,Old English,Latin;Old English
aimed,2,aim,Old French,Latin,Old French;Latin
aired,2,,,,
aisle,2,aisle,Old French,Latin,Old French;Latin
alcohol,2,alcohol,Latin,Arabic,Latin;Arabic;English
aldermen,2,,,,
alias,2,,,,
allay,2,allay,Old English,Germanic,Old English;Germanic;German;Latin
allies,2,,,,
allude,2,allude,French,Latin,French;Latin
allusion,2,allusion,Latin,,Latin
all—,2,,,,
altar,2,altar,Old English,Latin,Old English;Latin;Old French
altars,2,altar,Old English,Latin,Old English;Latin;Old French
altering,2,alter,Old French,Latin,Old French;Latin
alternate,2,,,,
alternately,2,,,,
amalgamation,2,,,,
amazing,2,,,,
ambush,2,ambush,English,Old French,English;Old French
amounts,2,,,,
amply,2,,,,
amusement,2,amusement,French,,French
anchored,2,anchor,Old English,Latin,Old English;Latin;Greek;Germanic
ancients,2,ancient,Old French,Latin,Old French;Latin;English
anger,2,anger,Old Norse,,Old Norse
angered,2,anger,Old Norse,,Old Norse
angles,2,angle,Old French,Latin,Old French;Latin;Greek;Slavonic;Sanskrit;Old English;German
animosity,2,animosity,French,Latin,French;Latin
ann,2,ann,Latin,Greek,Latin;Greek
annihilation,2,annihilation,Old French,Latin,Old French;Latin
announced,2,announce,Old French,Latin,Old French;Latin
announcing,2,announce,Old French,Latin,Old French;Latin
annoyance,2,annoyance,Old French,,Old French
answered,2,answer,Old English,,Old English
