word,word count,root word,root language,second language,ranked languages
manner,9,manner,Old French,Latin,Old French;Latin;Spanish;Italian;Dutch;German
mood,9,,,,
needed,9,need,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;Middle Dutch;Dutch;German;Slavonic;Russian;Polish
noise,9,noise,Old French,Latin,Old French;Latin
notes,9,note,Old French,Latin,Old French;Latin
notion,9,notion,Latin,Greek,Latin;Greek
overcoat,9,,,,
overwhelmed,9,,,,
parting,9,,,,
peasants,9,peasant,Old French,Latin,Old French;Latin
pestryakov,9,,,,
plans,9,plan,French,Latin,French;Latin;Italian
pointing,9,,,,
precisely,9,precise,French,Latin,French;Latin
protect,9,protect,Latin,,Latin
pulling,9,pull,American English,English,American English;English
repulsion,9,repulsion,Latin,,Latin
respected,9,respect,French,Latin,French;Latin
resslich,9,,,,
screamed,9,scream,Latin,,Latin
sentence,9,,,,
shame,9,shame,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;Dutch;German;Greek
sharp,9,,,,
shoes,9,shoe,Old English,,Old English
shout,9,,,,
showing,9,show,American English,English,American English;English
staying,9,,,,
stole,9,stole,Old English,Latin,Old English;Latin;Old French;Spanish;Italian;Greek
strike,9,,,,
sum,9,sum,Old French,Latin,Old French;Latin
sympathy,9,sympathy,French,Latin,French;Latin;Greek;Old English
teeth,9,,,,
temper,9,,,,
thoroughly,9,thorough,Old English,,Old English
thrust,9,,,,
treated,9,,,,
unhinged,9,,,,
unwilling,9,unwilling,Old English,,Old English
uttering,9,utter,Middle Dutch,Dutch,Middle Dutch;Dutch;German;Old English
various,9,various,French,Latin,French;Latin
vexation,9,vexation,Old French,Latin,Old French;Latin
visitors,9,visitor,Old French,,Old French
waste,9,waste,Old French,Latin,Old French;Latin;Old English
wasted,9,,,,
ways,9,way,Old English,Germanic,Old English;Germanic;Old Saxon;Dutch;Old Norse;Old Frisian;German
wear,9,,,,
wretch,9,wretch,Old English,Germanic,Old English;Germanic;Old Saxon;German
absorbed,8,absorb,Old French,Latin,Old French;Latin;Greek
abuse,8,abuse,Old French,Latin,Old French;Latin;English
action,8,action,Old French,Latin,Old French;Latin
admitted,8,admit,Latin,,Latin
agony,8,agony,Old French,Latin,Old French;Latin;Greek
agreeable,8,agreeable,Old French,,Old French
alive,8,alive,Old English,,Old English
allowed,8,,,,
amazed,8,,,,
america,8,america,Latin,Germanic,Latin;Germanic;Old English;Italian;German
apart,8,apart,Old French,Latin,Old French;Latin
apparent,8,apparent,Old French,Latin,Old French;Latin
approaching,8,,,,
astonished,8,astonish,Old French,Latin,Old French;Latin;English
attempt,8,,,,
avoided,8,avoid,Old French,English,Old French;English
awake,8,awake,Old English,,Old English
bare,8,bare,Old English,,Old English
beast,8,beast,Old French,Latin,Old French;Latin;Old English
bedroom,8,,,,
benefit,8,,,,
betrothed,8,,,,
bitterly,8,,,,
bought,8,,,,
breathing,8,breath,Old English,Germanic,Old English;Germanic;German
burst,8,burst,English,,English
cautiously,8,cautious,Latin,,Latin
circumstance,8,circumstance,Old French,Latin,Old French;Latin;Greek
cleared,8,,,,
coffee,8,coffee,Italian,Turkish,Italian;Turkish;Arabic
colour,8,colour,English,,English
compassion,8,compassion,Old French,Latin,Old French;Latin;Greek;Old English
conceal,8,conceal,Old French,Latin,Old French;Latin;Old English
concerned,8,,,,
cruel,8,cruel,Old French,Latin,Old French;Latin
cup,8,cup,Old English,Latin,Old English;Latin;Italian;Spanish;Old French;Sanskrit;Greek;Slavonic;Germanic;Old Frisian;German;Middle Dutch;Dutch
cupboard,8,,,,
danger,8,danger,Old French,Latin,Old French;Latin;Old English
departure,8,departure,Old French,,Old French
desperate,8,desperate,Latin,,Latin
determination,8,determination,Old French,Latin,Old French;Latin
disease,8,disease,Old French,English,Old French;English
dispute,8,dispute,Old French,Latin,Old French;Latin
dostoevsky,8,,,,
drawing,8,,,,
dreaming,8,dream,Old Norse,Old Saxon,Old Norse;Old Saxon;Old Frisian;Dutch;German;Germanic;Sanskrit;Old English;Slavonic;French;Spanish;Italian;Latin;Greek
drops,8,drop,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Dutch;German
drunkard,8,drunkard,English,,English
dry,8,dry,Old English,Germanic,Old English;Germanic;German;Middle Dutch;Dutch;Old Norse;American English
dushkin,8,,,,
earnest,8,earnest,English,Old French,English;Old French;Latin
ears,8,ear,Old English,Germanic,Old English;Germanic;Old Norse;Old Frisian;Old Saxon;Middle Dutch;Dutch;German;Greek;Latin;Slavonic;Old Irish;American English;French;Spanish
ecstasy,8,ecstasy,Old French,Latin,Old French;Latin;Greek
elbow,8,,,,
eleven,8,eleven,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Dutch;German;Old Norse;Greek
everywhere,8,everywhere,Old English,,Old English
excellency,8,excellency,Latin,,Latin
expecting,8,expect,Latin,English,Latin;English
explosive,8,explosive,Latin,,Latin
faculties,8,,,,
fainting,8,fain,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;German
fast,8,fast,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Dutch;German;Old Norse;Latin
feather,8,feather,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Middle Dutch;Dutch;German
final,8,final,Old French,Latin,Old French;Latin
flush,8,,,,
fly,8,fly,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Middle Dutch;Dutch;German
fools,8,,,,
forgetting,8,forget,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Dutch;German
forth,8,forth,Old English,Germanic,Old English;Germanic;Old Frisian;Old Saxon;Old Norse;Dutch;German
frantic,8,frantic,English,,English
frighten,8,,,,
furious,8,furious,Old French,Latin,Old French;Latin;Italian;English
good-natured,8,,,,
gossip,8,,,,
gradually,8,,,,
harm,8,harm,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;German
hastily,8,,,,
hesitating,8,hesitate,Latin,,Latin
hint,8,,,,
hook,8,,,,
horse,8,horse,Old English,,Old English
horses,8,horse,Old English,,Old English
hotly,8,hotly,Old English,,Old English
inevitable,8,inevitable,Latin,,Latin
influences,8,influence,Old French,Latin,Old French;Latin
inform,8,inform,Old French,Latin,Old French;Latin
inquisitively,8,inquisitive,Old French,Latin,Old French;Latin
ironical,8,,,,
irrelevant,8,,,,
knocking,8,knock,Old English,,Old English
lately,8,lately,Old English,,Old English
lip,8,lip,Old English,Germanic,Old English;Germanic;Old Frisian;Middle Dutch;Dutch;German;Latin;French
loose,8,loose,Old Norse,Old English,Old Norse;Old English;Germanic;Middle Dutch;Dutch;German
ludwigovna,8,,,,
manners,8,,,,
material,8,material,Old French,Latin,Old French;Latin
melancholy,8,,,,
mentioned,8,mention,Old French,,Old French
mitka,8,,,,
muddled,8,,,,
mysterious,8,mysterious,Latin,,Latin
nose,8,nose,Old English,Germanic,Old English;Germanic;Old Norse;Old Frisian;Dutch;German;Sanskrit;Slavonic;Latin
noticeable,8,,,,
obliged,8,,,,
offered,8,offer,Old French,,Old French
ordered,8,,,,
organ,8,organ,Old English,Old French,Old English;Old French;Latin;Greek;Old Norse
owing,8,owe,Old English,Germanic,Old English;Germanic;Old Frisian;Old Norse;German;Sanskrit;Latin
painter,8,painter,Old French,Latin,Old French;Latin
parted,8,part,Old French,Latin,Old French;Latin;Greek;Sanskrit;American English;Old English
pavlovna,8,,,,
persisted,8,persist,French,Latin,French;Latin
points,8,point,Old French,,Old French
praskovya,8,,,,
prayed,8,pray,Old French,Latin,Old French;Latin;Italian;Sanskrit;Slavonic;German;Old English
providence,8,providence,Old French,Latin,Old French;Latin
quivering,8,quiver,Old French,Germanic,Old French;Germanic;German;Old Saxon;Old Frisian;Old English
reasons,8,reason,Old French,Latin,Old French;Latin;Old English
recognise,8,recognise,English,,English
recollected,8,recollect,Latin,,Latin
recovered,8,recover,Old French,Latin,Old French;Latin;Spanish;Italian
recovery,8,recovery,Old French,,Old French
reflecting,8,reflect,Old French,Latin,Old French;Latin
relation,8,relation,Old French,Latin,Old French;Latin
resist,8,resist,Old French,Latin,Old French;Latin
restaurant,8,restaurant,Old French,English,Old French;English;Italian
rested,8,,,,
russian,8,russian,Latin,Russian,Latin;Russian
satisfaction,8,satisfaction,Old French,Latin,Old French;Latin
secondly,8,,,,
seconds,8,,,,
seeking,8,see,Old English,Germanic,Old English;Germanic;Old Saxon;German;Old Frisian;Middle Dutch;Dutch;Old Norse;Greek;Latin
shawl,8,shawl,Persian,French,Persian;French;Spanish;Italian;German;English;Russian
shudder,8,,,,
silk,8,silk,Old English,Latin,Old English;Latin;Greek;Old Norse;Germanic;Old French;Spanish;Italian;Dutch;German;Slavonic;American English
sin,8,sin,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Old Norse;Latin
smartness,8,,,,
sooner,8,soon,Old English,Germanic,Old English;Germanic;Old Frisian;Old Saxon;German;American English
spare,8,spare,Old English,Old Norse,Old English;Old Norse
splendid,8,splendid,Latin,Irish,Latin;Irish
stout,8,,,,
stronger,8,strong,Old English,,Old English
struggle,8,,,,
terms,8,,,,
touched,8,,,,
touching,8,,,,
twenty-five,8,,,,
unbearable,8,unbearable,Old English,,Old English
unmistakable,8,,,,
unpleasant,8,,,,
unseemly,8,unseemly,Old Norse,,Old Norse
vanity,8,vanity,Old French,Latin,Old French;Latin;English
vast,8,vast,French,Latin,French;Latin
wake,8,wake,German,Middle Dutch,German;Middle Dutch;Dutch;Old Norse;Germanic;English
warn,8,warn,Old English,Germanic,Old English;Germanic;Old Norse;German
weeks,8,week,Old English,Germanic,Old English;Germanic;Old Norse;Old Frisian;Middle Dutch;Dutch;German;Greek
whispering,8,whispering,Old English,,Old English
workmen,8,,,,
worst,8,,,,
writing,8,writing,Old English,,Old English
yards,8,yard,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Dutch;German;Old Norse;Latin;American English
accident,7,accident,Old French,Latin,Old French;Latin
accompanied,7,,,,
advance,7,,,,
arrangements,7,arrangement,French,,French
arrival,7,arrival,Old French,,Old French
assistance,7,assistance,French,,French
astonishment,7,,,,
attracted,7,attract,Latin,,Latin
beard,7,beard,Old English,Germanic,Old English;Germanic;Old Frisian;Middle Dutch;Dutch;German;Slavonic;Latin;Greek
belonged,7,belong,Old English,Middle Dutch,Old English;Middle Dutch;Dutch;German
blank,7,blank,French,,French
bosom,7,bosom,Old English,Germanic,Old English;Germanic;Old Frisian;Old Saxon;Middle Dutch;Dutch;German
breathe,7,breathe,Old English,,Old English
breathless,7,,,,
burning,7,burning,Old English,French,Old English;French;German
buy,7,buy,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse
cab,7,cab,French,Italian,French;Italian;Latin;Old Irish;Welsh;Old English;Old Norse
career,7,,,,
chairs,7,,,,
childish,7,childish,Old English,,Old English
clasped,7,clasp,Old English,,Old English
clock,7,,,,
clutched,7,,,,
commissariat,7,commissariat,French,Latin,French;Latin
connections,7,connection,Old French,Latin,Old French;Latin;American English;English
considerable,7,considerable,Latin,,Latin
coughing,7,cough,Old English,Germanic,Old English;Germanic;German;Middle Dutch;Dutch
court,7,,,,
crimson,7,,,,
damp,7,,,,
dance,7,,,,
dangerous,7,dangerous,Old French,,Old French
de,7,de,Latin,,Latin
deceived,7,deceive,Old French,Latin,Old French;Latin
deeds,7,deed,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;Middle Dutch;Dutch;German;Greek;American English
definite,7,definite,Latin,,Latin
deliberately,7,deliberate,Latin,,Latin
dislike,7,dislike,English,,English
disposed,7,,,,
dragged,7,drag,Old English,German,Old English;German
dumb,7,dumb,Old English,Old Saxon,Old English;Old Saxon;Old Norse;German
easy,7,easy,Old French,Old English,Old French;Old English;Germanic;German
eating,7,ea,Old English,,Old English
embarrassment,7,embarrassment,French,,French
endure,7,endure,Old French,Latin,Old French;Latin;Old English
engaged,7,,,,
enjoyment,7,,,,
environment,7,environment,German,,German
essential,7,essential,Latin,,Latin
fainted,7,,,,
false,7,false,Old English,Old French,Old English;Old French;Latin;Germanic;German;Dutch;Old Frisian
fancies,7,,,,
farthing,7,farthing,Old English,Old Frisian,Old English;Old Frisian;German;Old Norse;Latin
fastened,7,fasten,Old English,Germanic,Old English;Germanic;Old Frisian;Old Saxon;German;Old Norse
fetch,7,,,,
filthy,7,,,,
finish,7,,,,
footsteps,7,,,,
fortnight,7,fortnight,Old English,Germanic,Old English;Germanic
fright,7,fright,Old English,,Old English
furthest,7,,,,
gaily,7,gaily,English,,English
game,7,game,English,,English
genuine,7,genuine,Latin,,Latin
gesture,7,,,,
ghosts,7,ghost,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Sanskrit;Latin;Greek;French;Polish;Slavonic;Old Norse
goes,7,goes,Old English,,Old English
grown,7,,,,
ha-ha,7,ha-ha,Old English,Greek,Old English;Greek;Latin
happening,7,,,,
hate,7,hate,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;German;Greek;Welsh;French
health,7,health,Old English,Germanic,Old English;Germanic;Old Norse
helped,7,help,Old English,Germanic,Old English;Germanic;Old Norse;Old Frisian;Middle Dutch;Dutch;German;French
highly,7,highly,Old English,,Old English
human,7,human,Old French,Latin,Old French;Latin;Old English;Germanic;American English
hundred-rouble,7,,,,
hurrying,7,,,,
hysterical,7,hysterical,Latin,Greek,Latin;Greek
imagination,7,imagination,Old French,Latin,Old French;Latin
incapable,7,incapable,French,Latin,French;Latin
incident,7,incident,French,Latin,French;Latin
information,7,information,Old French,Latin,Old French;Latin
innocent,7,innocent,Old French,Latin,Old French;Latin
inquiry,7,inquiry,Latin,,Latin
insane,7,insane,Latin,Italian,Latin;Italian;German
insist,7,insist,Latin,,Latin
insulted,7,insult,French,Latin,French;Latin
interests,7,interest,French,Latin,French;Latin;German;English
interposed,7,interpose,French,,French
invalid,7,invalid,Latin,,Latin
irritation,7,irritation,French,Latin,French;Latin
judging,7,judge,Latin,,Latin
jumping,7,,,,
lawyer,7,lawyer,English,,English
lazarus,7,lazarus,Greek,,Greek
lead,7,,,,
learn,7,learn,Old English,Germanic,Old English;Germanic;Old Frisian;Middle Dutch;Dutch;German
leg,7,leg,Old Norse,Germanic,Old Norse;Germanic;German;Old English
lieutenant,7,lieutenant,Old French,,Old French
lines,7,,,,
logical,7,,,,
manage,7,manage,Italian,Latin,Italian;Latin;French;English
match,7,,,,
mention,7,mention,Old French,,Old French
neighbour,7,neighbour,English,,English
neither,7,neither,Old English,,Old English
nobody,7,nobody,English,,English
noiselessly,7,,,,
observation,7,observation,Latin,,Latin
observe,7,observe,Old French,Latin,Old French;Latin
obstacles,7,obstacle,Old French,Latin,Old French;Latin
obvious,7,obvious,Latin,,Latin
occasion,7,occasion,Old French,Latin,Old French;Latin
oneself,7,,,,
opportunity,7,opportunity,Old French,Latin,Old French;Latin
painfully,7,,,,
painters,7,painter,Old French,Latin,Old French;Latin
pang,7,,,,
passers-by,7,,,,
payment,7,payment,Old French,,Old French
peeped,7,,,,
persuade,7,persuade,French,Latin,French;Latin
philip,7,philip,Latin,Greek,Latin;Greek
phrases,7,,,,
pieces,7,piece,Old French,Latin,Old French;Latin;Welsh;Russian;English;Spanish
pondered,7,ponder,Old French,Latin,Old French;Latin
possibility,7,possibility,Old French,Latin,Old French;Latin
practical,7,practical,Old French,Latin,Old French;Latin;Greek
precious,7,,,,
preparations,7,preparation,Latin,,Latin
pressed,7,press,Old French,Latin,Old French;Latin;Old English
prospect,7,prospect,Latin,,Latin
proved,7,prove,Old French,Latin,Old French;Latin;Spanish;Italian;Old English
psychology,7,psychology,Latin,Greek,Latin;Greek
pushing,7,pus,Latin,Sanskrit,Latin;Sanskrit;Greek;Old English
quarters,7,,,,
raise,7,raise,American English,English,American English;English
rapidly,7,rapid,French,Latin,French;Latin;Greek
reckoned,7,reckon,Old English,Germanic,Old English;Germanic;Old Frisian;Middle Dutch;Dutch;German
reflection,7,reflection,Latin,,Latin
regret,7,regret,French,,French
reluctantly,7,reluctant,Latin,Spanish,Latin;Spanish;Italian
repeat,7,,,,
ringing,7,,,,
river,7,river,Old French,Latin,Old French;Latin;Spanish;Italian;Old English
roared,7,roar,Old English,Middle Dutch,Old English;Middle Dutch;Dutch;German;Sanskrit;Slavonic;Latin
rob,7,rob,Old French,Germanic,Old French;Germanic;German;Old English
rude,7,rude,Old French,Latin,Old French;Latin
rupture,7,,,,
rush,7,rush,American English,English,American English;English
russia,7,russia,Latin,Arabic,Latin;Arabic;Greek;Russian;Old Norse;Germanic
sacrifice,7,sacrifice,Latin,,Latin
sad,7,sad,Old English,Germanic,Old English;Germanic;Old Norse;Middle Dutch;Dutch;German;Latin;Greek;Slavonic;Old Irish;Sanskrit
scandal,7,scandal,French,Latin,French;Latin;Greek
school,7,school,Old English,Latin,Old English;Latin;Greek;Old French;Spanish;Italian;German;Welsh;Russian
seek,7,seek,Old English,Old Norse,Old English;Old Norse;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Latin;Old Irish
seizing,7,seize,Old French,Latin,Old French;Latin;Germanic;Old English
senseless,7,,,,
shabby,7,shabby,Old English,Middle Dutch,Old English;Middle Dutch;Dutch;German
shoot,7,,,,
sickly,7,,,,
sing,7,,,,
single,7,,,,
slander,7,slander,Old French,,Old French
slight,7,,,,
slightly,7,,,,
social,7,social,French,Latin,French;Latin;Old English;Old Norse
soft,7,soft,Old English,Germanic,Old English;Germanic;Old Saxon;German;Middle Dutch;Dutch
softened,7,,,,
sold,7,sold,Old English,,Old English
song,7,song,Old English,Germanic,Old English;Germanic;Old Norse;Old Saxon;Old Frisian;German;Middle Dutch;Dutch;Old French
space,7,,,,
squeezing,7,,,,
stare,7,,,,
stayed,7,,,,
stooped,7,stoop,Old English,Germanic,Old English;Germanic;Middle Dutch;Dutch
stove,7,stove,German,Middle Dutch,German;Middle Dutch;Dutch;Germanic;Old English;Italian;French;Latin
straw,7,,,,
string,7,,,,
stuck,7,,,,
studying,7,,,,
suffered,7,suffer,Old French,Latin,Old French;Latin;Old English
support,7,,,,
thousands,7,thousand,Old English,Germanic,Old English;Germanic;Old Frisian;Dutch;German;Old Norse;Slavonic;Polish;Russian;Greek;Latin
thrashed,7,,,,
tiptoe,7,,,,
touch,7,touch,Old French,,Old French
treat,7,,,,
tremor,7,tremor,Old French,Latin,Old French;Latin
trial,7,trial,French,English,French;English
triumph,7,triumph,Old French,Latin,Old French;Latin
troubled,7,,,,
turns,7,turn,Old English,Old French,Old English;Old French;Latin;Greek;American English
twitching,7,,,,
ugly,7,ugly,Old Norse,Greek,Old Norse;Greek;Latin;Irish;Sanskrit;Germanic;English
unconsciously,7,unconscious,German,,German
unexpectedly,7,,,,
waved,7,wave,Old English,Germanic,Old English;Germanic;Old Norse;German
wild,7,,,,
witness,7,,,,
writes,7,write,Old English,Germanic,Old English;Germanic;Old Frisian;Old Saxon;Old Norse;German;Latin;Greek;Sanskrit;Slavonic
wrung,7,,,,
accursed,6,,,,
advice,6,advice,Old French,Latin,Old French;Latin;English
affected,6,,,,
agitated,6,,,,
agitation,6,agitation,French,Latin,French;Latin
appeal,6,appeal,Old French,,Old French
approached,6,,,,
around,6,around,American English,English,American English;English
arranged,6,arrange,Old French,,Old French
arrested,6,,,,
assist,6,,,,
assured,6,,,,
attacking,6,attack,English,,English
awaiting,6,await,Old French,,Old French
battered,6,batter,Old French,Latin,Old French;Latin
beauty,6,beauty,Old French,Latin,Old French;Latin;Old English
behave,6,behave,German,French,German;French;Old English
bet,6,bet,Old English,Germanic,Old English;Germanic;American English
bewilderment,6,,,,
bottle,6,,,,
boulevard,6,boulevard,French,Middle Dutch,French;Middle Dutch;Dutch;English
breast,6,breast,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Old Norse;Dutch;German;Old Irish
bushes,6,,,,
cat,6,cat,Old English,Germanic,Old English;Germanic;Old Frisian;Old Norse;Dutch;German;Latin;Greek;Arabic;Old Irish;Welsh;Italian;Spanish;French;Slavonic;Russian;Polish
cemetery,6,cemetery,Old French,Latin,Old French;Latin;Greek;Slavonic;Old English;Sanskrit
ceremony,6,ceremony,Old French,Latin,Old French;Latin;English
checked,6,,,,
chill,6,,,,
closely,6,,,,
coarse,6,coarse,French,,French
coffin,6,coffin,Old French,Latin,Old French;Latin;Italian;Spanish;Greek;English
comforted,6,comfort,Old French,Old English,Old French;Old English
concealed,6,conceal,Old French,Latin,Old French;Latin;Old English
conceited,6,,,,
conduct,6,conduct,Latin,,Latin
considering,6,consider,Old French,Latin,Old French;Latin;English
constantly,6,,,,
consumptive,6,consumptive,Latin,,Latin
contemptuously,6,contemptuous,Latin,,Latin
corners,6,corner,American English,English,American English;English
cotton,6,cotton,Old French,Italian,Old French;Italian;Arabic;Dutch;German
cross-roads,6,,,,
crush,6,,,,
curiously,6,curious,Old French,Latin,Old French;Latin;English
daybreak,6,,,,
daylight,6,,,,
debts,6,debt,Old French,Latin,Old French;Latin;English
deeply,6,deeply,Old English,,Old English
degrees,6,degree,Old French,Latin,Old French;Latin;English
dejection,6,dejection,Old French,Latin,Old French;Latin
delicate,6,delicate,Latin,,Latin
determined,6,,,,
devoted,6,,,,
dimly,6,dim,Old English,Germanic,Old English;Germanic;Old Norse;Old Frisian;German
disturb,6,disturb,Old French,Latin,Old French;Latin;English
dog,6,dog,Old English,Germanic,Old English;Germanic;French;Greek;Latin;Sanskrit;Spanish;Slavonic;Polish
drawn,6,drawn,Old English,,Old English
dreaded,6,dread,Old English,Old Saxon,Old English;Old Saxon;German
dreamily,6,,,,
drove,6,drove,Old English,,Old English
drowning,6,drown,Old English,Old Norse,Old English;Old Norse
eager,6,eager,Old French,Latin,Old French;Latin;English
earlier,6,,,,
eccentric,6,eccentric,French,Latin,French;Latin
embraced,6,embrace,English,,English
emotion,6,emotion,Old French,Latin,Old French;Latin
ended,6,,,,
everlasting,6,,,,
evil,6,evil,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Latin;American English
excellent,6,excellent,Old French,Latin,Old French;Latin
exceptional,6,,,,
express,6,,,,
falling,6,,,,
fault,6,,,,
favour,6,favour,English,,English
fellows,6,fellow,Old English,Old Norse,Old English;Old Norse;American English;Latin;Russian
first-rate,6,,,,
flaxen,6,,,,
fling,6,,,,
flowers,6,,,,
force,6,force,Old French,,Old French
funny,6,,,,
gates,6,,,,
gathered,6,gather,Old English,Germanic,Old English;Germanic;German;Old Frisian;Dutch
gleam,6,,,,
granted,6,grant,Old French,,Old French
greatest,6,,,,
grief,6,grief,Old French,Latin,Old French;Latin
grounds,6,,,,
h,6,,,,
habits,6,habit,Old French,Latin,Old French;Latin
handsome,6,,,,
heads,6,head,Old English,,Old English
helpless,6,helpless,English,,English
hesitation,6,hesitation,Old French,Latin,Old French;Latin
hollow,6,hollow,Old English,Germanic,Old English;Germanic
hoped,6,hope,Old English,Old Frisian,Old English;Old Frisian;Middle Dutch;Dutch
hopeless,6,,,,
hoping,6,,,,
humanity,6,humanity,Old French,Latin,Old French;Latin
hungry,6,hungry,Old English,Old Frisian,Old English;Old Frisian;Dutch;German
imagined,6,imagine,Old French,Latin,Old French;Latin
impatient,6,impatient,Old French,Latin,Old French;Latin
indescribable,6,indescribable,Old English,,Old English
infinite,6,infinite,Old French,Latin,Old French;Latin
inquiring,6,inquire,Old French,Latin,Old French;Latin
intelligence,6,intelligence,Old French,Latin,Old French;Latin
intend,6,intend,Old French,Latin,Old French;Latin;Germanic;Old Norse;Old English;German
intentions,6,,,,
introduce,6,introduce,Latin,,Latin
judgment,6,judgment,Old French,,Old French
katia,6,,,,
kerchief,6,kerchief,Old French,,Old French
knelt,6,,,,
laying,6,la,Latin,,Latin
lent,6,lent,Old English,Germanic,Old English;Germanic;Old Saxon;Middle Dutch;Dutch;German;Slavonic;Latin
lippevechsel,6,,,,
literary,6,literary,French,Latin,French;Latin
louse,6,louse,Old English,Germanic,Old English;Germanic;Old Norse;Middle Dutch;Dutch;German;Welsh
malignant,6,malignant,French,Latin,French;Latin;English
mates,6,,,,
merciful,6,,,,
mere,6,mere,Old French,Latin,Old French;Latin;Old English;Old Irish;Sanskrit;Greek
message,6,message,Old French,Latin,Old French;Latin;Old English
misfortune,6,,,,
mistrustfully,6,,,,
mocking,6,,,,
monster,6,monster,Old French,Latin,Old French;Latin;Old English
mourning,6,mourning,Old English,,Old English
mouse,6,mouse,Old English,Germanic,Old English;Germanic;Old Norse;Old Frisian;Middle Dutch;Dutch;German;Sanskrit;Slavonic;Latin;Greek
nails,6,nail,Old English,Germanic,Old English;Germanic;Old Norse;Old Saxon;German;Old Frisian;Middle Dutch;Dutch;Greek;Latin;Slavonic;Old Irish
narrow,6,narrow,Old English,,Old English
nodded,6,nod,Old English,German,Old English;German;Germanic
opening,6,opening,Old English,,Old English
overstrained,6,,,,
palais,6,,,,
panting,6,pan,Old English,Germanic,Old English;Germanic;Old Norse;Old Frisian;Middle Dutch;Dutch;German;Latin;Greek;Irish
particular,6,particular,Old French,Latin,Old French;Latin
path,6,path,Old English,Germanic,Old English;Germanic;Old Frisian;Middle Dutch;Dutch;German
pawn,6,,,,
pen,6,,,,
persistently,6,persistent,Latin,,Latin
personally,6,,,,
physical,6,,,,
picture,6,picture,Latin,,Latin
pig,6,pig,Old English,German,Old English;German;Dutch;Latin
plainly,6,,,,
playing,6,play,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Latin
plenty,6,plenty,Old French,Latin,Old French;Latin;English
poignant,6,poignant,Old French,Latin,Old French;Latin
pole,6,,,,
polite,6,polite,Latin,English,Latin;English
pounced,6,pounce,English,,English
prejudices,6,,,,
province,6,province,Old French,Latin,Old French;Latin
public,6,,,,
pushed,6,push,Old French,Latin,Old French;Latin
qualities,6,quality,Old French,Latin,Old French;Latin;Greek
quarrel,6,quarrel,Old French,,Old French
quarrelled,6,quarrel,Old French,,Old French
quick,6,quick,Old English,,Old English
reach,6,,,,
realising,6,realise,English,,English
reality,6,reality,French,Latin,French;Latin
recalling,6,,,,
recollect,6,recollect,Latin,,Latin
redoubled,6,redouble,Old French,,Old French
refused,6,refuse,Old French,,Old French
relish,6,,,,
remarks,6,,,,
reputation,6,reputation,Latin,,Latin
revolting,6,,,,
rising,6,,,,
risk,6,risk,French,Italian,French;Italian;Spanish;German
rushing,6,rush,American English,English,American English;English
scent,6,,,,
screaming,6,scream,Latin,,Latin
screwed,6,,,,
secrets,6,secret,Latin,French,Latin;French
sentimental,6,,,,
servants,6,servant,Old French,Latin,Old French;Latin;Greek
served,6,,,,
sheet,6,sheet,Old English,Germanic,Old English;Germanic;Old Norse;Dutch;German
shiver,6,,,,
shock,6,,,,
shone,6,,,,
shot,6,shot,Old English,Germanic,Old English;Germanic;Old Norse;Old Frisian;Middle Dutch;Dutch;German;American English
significance,6,significance,Old French,Latin,Old French;Latin
simplicity,6,simplicity,Old French,Latin,Old French;Latin;English
skull,6,skull,Old Norse,Old English,Old Norse;Old English;Dutch;German;Old French
slow,6,slow,Old English,,Old English
smell,6,smell,Old English,Middle Dutch,Old English;Middle Dutch;Dutch;German
soaked,6,soak,Old English,Germanic,Old English;Germanic
solitary,6,solitary,Old French,Latin,Old French;Latin
somebody,6,,,,
speaker,6,speaker,Old Frisian,German,Old Frisian;German;French;English
spiteful,6,,,,
spring,6,spring,Old English,German,Old English;German
stains,6,,,,
stockings,6,stocking,Old English,Old Norse,Old English;Old Norse;German;Germanic
storeys,6,,,,
stretched,6,,,,
study,6,study,Old French,Latin,Old French;Latin
succeed,6,succeed,Old French,Latin,Old French;Latin;English
sullen,6,sullen,English,Old French,English;Old French;Latin
tchebarov,6,,,,
