word,word count
eloquence,5
enabled,5
encounter,5
endued,5
environs,5
equal,5
everlasting,5
exertions,5
exile,5
explained,5
exquisite,5
false,5
female,5
feverish,5
fill,5
fills,5
filthy,5
fingers,5
flowers,5
fond,5
foot,5
forest,5
formerly,5
fortitude,5
fortnight,5
france,5
frequently,5
frost,5
gates,5
gathered,5
gigantic,5
glacier,5
glad,5
glance,5
grass,5
green,5
groans,5
guided,5
guiltless,5
habitation,5
hardships,5
harmless,5
hastily,5
hateful,5
haunted,5
heavy,5
help,5
higher,5
horrid,5
hut,5
image,5
improvement,5
impulse,5
incident,5
innumerable,5
inquired,5
inquiries,5
insurmountable,5
intentions,5
interested,5
island,5
islands,5
joys,5
jura,5
keep,5
kissed,5
knelt,5
knows,5
lakes,5
languages,5
league,5
leaning,5
lecture,5
leisure,5
lie,5
lighted,5
listening,5
loathing,5
loathsome,5
lot,5
making,5
meeting,5
midnight,5
milk,5
minds,5
mischief,5
mist,5
mode,5
motives,5
mournful,5
mutual,5
narration,5
necessity,5
nervous,5
news,5
nights,5
notice,5
observe,5
occurred,5
occurrences,5
opportunity,5
overwhelmed,5
oxford,5
painful,5
pains,5
paradise,5
particularly,5
pause,5
peasant,5
peculiarly,5
perfect,5
permit,5
permitted,5
perpetual,5
philosophers,5
pile,5
plain,5
possess,5
poured,5
powerful,5
preserve,5
prevent,5
probably,5
produce,5
professors,5
pronounced,5
proof,5
rambles,5
rang,5
rank,5
reach,5
relation,5
remainder,5
renew,5
requires,5
reserved,5
respect,5
result,5
revolved,5
reward,5
rivers,5
sacrifice,5
safe,5
sail,5
scotland,5
seat,5
secrets,5
seize,5
sentence,5
september,5
series,5
servants,5
setting,5
severe,5
shattered,5
shores,5
shuddered,5
sickened,5
sickness,5
sights,5
situated,5
someone,5
somewhat,5
soothed,5
source,5
spared,5
stay,5
struggled,5
studied,5
subjects,5
suffering,5
sum,5
summits,5
supported,5
survive,5
sustained,5
swallowed,5
talked,5
taste,5
tenderly,5
threatened,5
ties,5
tore,5
tormented,5
torn,5
tortures,5
touched,5
traveller,5
tree,5
truly,5
understanding,5
unless,5
unparalleled,5
usual,5
visions,5
walk,5
walton,5
warmed,5
weak,5
wedding-night,5
welcomed,5
werter,5
whither,5
windows,5
woe,5
wonders,5
worth,5
worthy,5
ye,5
yes,5
yield,5
accent,4
accumulated,4
acted,4
actions,4
add,4
additional,4
admire,4
advancing,4
advantage,4
affectionate,4
ages,4
agonies,4
alarm,4
alter,4
animals,4
anyone,4
appearances,4
apprehension,4
archangel,4
arranged,4
ascended,4
aside,4
assuredly,4
asylum,4
ate,4
attending,4
attentions,4
attributed,4
augmented,4
august,4
awake,4
bade,4
barred,4
barrier,4
becoming,4
befitting,4
believes,4
belonged,4
belonging,4
belrive,4
bewildered,4
bleak,4
blooming,4
blow,4
bodily,4
born,4
bottom,4
branch,4
bread,4
break,4
breathed,4
burden,4
calmed,4
cares,4
castles,4
cheerfulness,4
childish,4
clouded,4
cloudless,4
clung,4
coarse,4
collect,4
combined,4
command,4
composure,4
comprehend,4
concluded,4
confide,4
confidence,4
conjecture,4
conjure,4
consequences,4
consisted,4
consumed,4
consummation,4
contained,4
contemplate,4
contrary,4
converse,4
cowardice,4
crush,4
cultivation,4
custom,4
dashing,4
dawn,4
dawned,4
decay,4
deceived,4
decide,4
decided,4
decline,4
deemed,4
delightful,4
delights,4
deliver,4
delivered,4
demanded,4
depended,4
depressed,4
descent,4
deserted,4
destroying,4
devote,4
dignity,4
disaster,4
disdain,4
distorted,4
drawn,4
drink,4
drive,4
dust,4
eager,4
ear,4
eat,4
edinburgh,4
effort,4
eluded,4
encompassed,4
endowed,4
ensuing,4
enthusiastic,4
entreaties,4
equally,4
evils,4
examine,4
exchanged,4
expedition,4
explain,4
exposed,4
extent,4
extinction,4
extremely,4
fact,4
fast,4
finish,4
firmness,4
flesh,4
flight,4
flowed,4
forgive,4
forgotten,4
four,4
freed,4
frozen,4
funeral,4
gazing,4
giving,4
goodness,4
government,4
grand,4
grasped,4
guitar,4
habits,4
hailed,4
happier,4
hearts,4
height,4
helpless,4
heroes,4
hesitated,4
hiding-place,4
highest,4
highly,4
ignominy,4
ignorance,4
images,4
imagine,4
imbued,4
impatient,4
inaccessible,4
inanimate,4
incapable,4
induce,4
ineffectual,4
infancy,4
inflamed,4
influence,4
informed,4
injury,4
inspire,4
intellect,4
interval,4
ireland,4
journal,4
judgment,4
kept,4
knowing,4
lament,4
laughter,4
leaving,4
lies,4
lightning,4
lofty,4
loss,4
loveliness,4
luxury,4
madame,4
married,4
masters,4
matter,4
mention,4
mingled,4
miserably,4
mixture,4
mock,4
moderate,4
mourning,4
narrative,4
neighbouring,4
noon,4
notes,4
nursed,4
occur,4
odious,4
offer,4
operations,4
order,4
origin,4
overwhelming,4
painted,4
paracelsus,4
parched,4
pardon,4
paths,4
permission,4
persons,4
pilgrimage,4
places,4
plainly,4
pleasures,4
plentiful,4
pocket,4
poets,4
pole,4
preparing,4
previous,4
preyed,4
probable,4
profound,4
promontory,4
property,4
proportion,4
protection,4
punishment,4
pursuing,4
pursuits,4
putting,4
quite,4
rapture,4
ravings,4
reasoning,4
receiving,4
recollect,4
refreshed,4
region,4
relations,4
relief,4
rely,4
remark,4
removed,4
renders,4
rent,4
reply,4
resided,4
resolving,4
resource,4
respected,4
respite,4
restless,4
restrained,4
reverence,4
revive,4
road,4
romantic,4
roots,4
rugged,4
ruined,4
rustic,4
sadness,4
sailed,4
saleve,4
saying,4
scattered,4
scenery,4
scope,4
scream,4
seated,4
second,4
seem,4
seemingly,4
seems,4
selfish,4
selfishness,4
senseless,4
sent,4
sentiment,4
sentiments,4
shade,4
shake,4
share,4
shelter,4
shock,4
shown,4
shudder,4
six,4
slavery,4
smiled,4
snatched,4
solemnity,4
sooner,4
soothe,4
soothing,4
spite,4
sprang,4
spurned,4
st,4
sting,4
stole,4
stones,4
strangely,4
strangers,4
strasbourg,4
structure,4
struggle,4
sunshine,4
supernatural,4
surround,4
suspense,4
suspicion,4
swiftness,4
swiss,4
sympathized,4
talent,4
tedious,4
tempest,4
tempted,4
tenderness,4
thanked,4
theirs,4
theory,4
thin,4
threats,4
throw,4
torment,4
tortured,4
tour,4
towns,4
transitory,4
transported,4
travel,4
travels,4
treatment,4
try,4
tumult,4
twenty,4
ugly,4
unacquainted,4
undertake,4
unhallowed,4
unhappiness,4
unwilling,4
useful,4
vainly,4
vanish,4
veins,4
venerable,4
victims,4
viewed,4
vines,4
virtuous,4
visits,4
voices,4
volume,4
vow,4
voyages,4
wafted,4
wait,4
walls,4
wander,4
wandering,4
waste,4
watched,4
weeping,4
well-known,4
whence,4
whispered,4
willingly,4
women,4
worm,4
worse,4
wrapped,4
wreck,4
written,4
wrote,4
yellow,4
yours,4
zeal,4
17—,3
abandoned,3
abroad,3
accept,3
according,3
accounts,3
accursed,3
acquired,3
active,3
activity,3
address,3
admirable,3
admired,3
adored,3
affected,3
affording,3
aged,3
airs,3
albertus,3
alike,3
allude,3
america,3
anew,3
angelic,3
annihilation,3
apparatus,3
appetite,3
approaching,3
arve,3
ascent,3
assistance,3
assisted,3
associated,3
astonished,3
atmosphere,3
attempts,3
attendant,3
attentively,3
avail,3
avoided,3
awakened,3
awful,3
ay,3
banish,3
barbarous,3
barren,3
basket,3
bearing,3
beast,3
beauties,3
befallen,3
beholding,3
belief,3
below,3
bend,3
bestowing,3
bitterest,3
blessing,3
bliss,3
bloom,3
blows,3
boast,3
bodies,3
bonds,3
bought,3
bounded,3
boundless,3
brave,3
breaking,3
breast,3
breathe,3
breathless,3
bring,3
brink,3
burned,3
burnt,3
busied,3
calmer,3
capacity,3
career,3
carefully,3
carelessness,3
caroline,3
carriage,3
catastrophe,3
ceremony,3
chained,3
chains,3
changes,3
characters,3
charged,3
checked,3
cheerfully,3
cheese,3
cherished,3
chill,3
choice,3
christian,3
cleared,3
cling,3
clings,3
cloak,3
closer,3
clue,3
college,3
colour,3
coming,3
commit,3
communication,3
compose,3
conclusions,3
conflict,3
confusion,3
connection,3
conscious,3
consciousness,3
considerably,3
constructed,3
consume,3
contrived,3
convalescence,3
conversed,3
corner,3
corruption,3
countries,3
cracked,3
cross,3
crossed,3
crown,3
cruel,3
cultivated,3
cumberland,3
cup,3
cursory,3
damp,3
daniel,3
darkened,3
date,3
dated,3
dearly,3
deaths,3
declare,3
declared,3
defence,3
deformed,3
degradation,3
degraded,3
demeanour,3
demoniacal,3
deny,3
deposition,3
deserve,3
deserving,3
desirous,3
despairing,3
desponding,3
details,3
detestation,3
devils,3
devotion,3
devouring,3
diffused,3
diligence,3
dim,3
disappointed,3
disciple,3
disclose,3
disconsolate,3
discourse,3
discovering,3
dispersed,3
displayed,3
distinction,3
distress,3
doubted,3
dreadfully,3
dreary,3
dried,3
drop,3
drove,3
due,3
earlier,3
earliest,3
earnest,3
earnestness,3
ease,3
eastern,3
edge,3
eight,3
element,3
elements,3
emaciated,3
embers,3
emotion,3
empires,3
enable,3
enchanting,3
engage,3
enlightened,3
entertained,3
entire,3
enveloped,3
especially,3
esteem,3
everybody,3
evidently,3
exactly,3
examining,3
exceed,3
excessive,3
excite,3
exclamation,3
execute,3
executed,3
exert,3
exhaustion,3
exhibit,3
exploded,3
exultation,3
failing,3
failure,3
falsehood,3
fare,3
farther,3
fearing,3
feeble,3
fervour,3
fired,3
firmly,3
fish,3
fishermen,3
fishing,3
fits,3
fitted,3
fix,3
fixing,3
flash,3
floor,3
flow,3
foe,3
forbidden,3
forcibly,3
forgetfulness,3
fortunately,3
foundations,3
freedom,3
frenzy,3
frequent,3
frightened,3
fulfilment,3
fully,3
gaiety,3
germany,3
gestures,3
get,3
ghastly,3
gift,3
glaciers,3
gladness,3
glittering,3
gnashed,3
godlike,3
governments,3
grant,3
grateful,3
gratification,3
grin,3
guess,3
gush,3
hairs,3
harbour,3
harmony,3
heavenly,3
heavily,3
hers,3
hiding-places,3
hopeless,3
horses,3
hundred,3
icy,3
idle,3
idleness,3
imaginations,3
imitate,3
immutable,3
impatience,3
impenetrable,3
impression,3
improvements,3
impulses,3
indefatigable,3
indulged,3
indulgence,3
inexorable,3
infinite,3
inflict,3
inflicted,3
inform,3
ingratitude,3
insanity,3
inspired,3
inspirited,3
instigated,3
instruction,3
instructions,3
insupportable,3
integrity,3
intelligence,3
intention,3
interfere,3
intervals,3
intimate,3
intolerable,3
introduced,3
introduction,3
invincible,3
invisible,3
irreparable,3
irresistible,3
jewels,3
joyous,3
judged,3
kindly,3
king,3
laborious,3
landscape,3
languor,3
lately,3
laugh,3
lavenza,3
law,3
leagues,3
learning,3
lectures,3
limb,3
lines,3
list,3
livid,3
load,3
loathed,3
lying,3
machinations,3
madman,3
magnus,3
march,3
marrying,3
marvellous,3
mate,3
mathematics,3
matlock,3
meal,3
meaning,3
meanwhile,3
measure,3
mechanism,3
mere,3
merits,3
method,3
midst,3
mildness,3
mistress,3
mists,3
monstrous,3
moral,3
morrow,3
motions,3
mourn,3
murmur,3
muscles,3
mysterious,3
mystery,3
