word,word count,root word,root language,second language,ranked languages
suffer,6,suffer,Old French,Latin,Old French;Latin;Old English
t,6,,,,
thereof,6,thereof,Old English,,Old English
through,6,through,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Sanskrit;Latin;Old Irish;Welsh;American English
tied,6,tie,Old English,Germanic,Old English;Germanic;Old Norse;American English
trouble,6,trouble,Old French,,Old French
tyrant,6,tyrant,Old French,Latin,Old French;Latin;Spanish;Italian;Greek
uncertain,6,,,,
understand,6,understand,Old English,Sanskrit,Old English;Sanskrit;Latin;Greek;Old Frisian;Germanic;German
union,6,,,,
unlawful,6,unlawful,Old English,,Old English
whence,6,whence,Old English,,Old English
while,6,while,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;German;Old Norse;Latin;Slavonic
wise,6,wise,Old English,Old Frisian,Old English;Old Frisian;Old Saxon;Middle Dutch;Dutch;German
work,6,work,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Dutch;Old Norse;Middle Dutch;German
16,5,,,,
ac,5,,,,
amiss,5,,,,
ancient,5,ancient,Old French,Latin,Old French;Latin;English
appropriated,5,appropriate,Latin,,Latin
armies,5,army,Old French,Latin,Old French;Latin;Old English
assembling,5,assemble,Old French,Latin,Old French;Latin;English
attempt,5,,,,
author,5,,,,
back,5,back,English,,English
bear,5,bear,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;German;Old Norse;Russian
became,5,,,,
begins,5,begin,Old English,Germanic,Old English;Germanic;German;Old Frisian;Middle Dutch;Dutch
bind,5,bind,Old English,,Old English
break,5,break,Old English,Germanic,Old English;Germanic;Old Frisian;Dutch;German;Italian
brings,5,bring,Old English,Germanic,Old English;Germanic;Old Frisian;Middle Dutch;Dutch;German;Latin
carries,5,,,,
cast,5,,,,
changed,5,change,Old French,,Old French
charge,5,charge,Old French,American English,Old French;American English;English
childhood,5,childhood,Old English,,Old English
confess,5,confess,Old French,Latin,Old French;Latin;Old English
conquering,5,conquer,Old French,Latin,Old French;Latin
conquerors,5,conqueror,Old French,Latin,Old French;Latin
custom,5,,,,
defects,5,defect,French,Latin,French;Latin
deny,5,deny,Old French,Italian,Old French;Italian;Spanish
deserves,5,deserve,Old French,Latin,Old French;Latin
designed,5,design,French,Italian,French;Italian;Latin
destructive,5,destructive,Old French,Latin,Old French;Latin
differences,5,difference,Old French,Latin,Old French;Latin
directed,5,direct,Latin,,Latin
disorders,5,,,,
double,5,double,Old French,Latin,Old French;Latin
draw,5,draw,Old English,Germanic,Old English;Germanic;Old Norse;Old Saxon;Old Frisian;Middle Dutch;Dutch;German
duration,5,duration,Old French,Latin,Old French;Latin
enclosure,5,,,,
enim,5,,,,
example,5,example,Old French,Latin,Old French;Latin
exempt,5,exempt,French,,French
fact,5,fact,Latin,Old French,Latin;Old French;Spanish;Italian
fair,5,fair,Old English,,Old English
fear,5,fear,Old English,Germanic,Old English;Germanic;Old Saxon;Middle Dutch;Dutch;German;Old Norse
fence,5,,,,
finds,5,,,,
fixed,5,,,,
food,5,food,Old English,Germanic,Old English;Germanic;Greek;Latin;Slavonic;Russian
france,5,france,Old English,Old French,Old English;Old French;Latin
fruits,5,fruit,Old French,Latin,Old French;Latin;Spanish;Italian;German;English
future,5,future,Old French,Latin,Old French;Latin;English
giving,5,give,Old English,Germanic,Old English;Germanic;Old Frisian;Middle Dutch;Dutch;German;Old Norse
governed,5,govern,Old French,Latin,Old French;Latin;Spanish;Italian;Greek
governing,5,govern,Old French,Latin,Old French;Latin;Spanish;Italian;Greek
grants,5,grant,Old French,,Old French
grass,5,grass,Old English,Germanic,Old English;Germanic;Old Norse;Old Saxon;Dutch;German;American English
grown,5,,,,
health,5,health,Old English,Germanic,Old English;Germanic;Old Norse
herein,5,herein,Old English,,Old English
hezekiah,5,,,,
hope,5,hope,Old English,Old Frisian,Old English;Old Frisian;Middle Dutch;Dutch
improvement,5,improvement,French,,French
inclination,5,inclination,French,Latin,French;Latin
inconveniences,5,,,,
inconvenient,5,inconvenient,Old French,Latin,Old French;Latin
indian,5,,,,
intelligible,5,intelligible,Latin,English,Latin;English
intended,5,intend,Old French,Latin,Old French;Latin;Germanic;Old Norse;Old English;German
interests,5,interest,French,Latin,French;Latin;German;English
introduced,5,introduce,Latin,,Latin
invade,5,invade,French,Latin,French;Latin
invaded,5,invade,French,Latin,French;Latin
joint,5,joint,Old French,Latin,Old French;Latin;American English;English;Irish
judged,5,judge,Latin,,Latin
judgment,5,judgment,Old French,,Old French
kept,5,,,,
kingdoms,5,kingdom,Old English,Old Saxon,Old English;Old Saxon;Middle Dutch;Dutch;Old Norse
knowing,5,,,,
large,5,large,Old French,Latin,Old French;Latin
lays,5,lay,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;Middle Dutch;Dutch;German
limits,5,limit,Old French,Latin,Old French;Latin
lived,5,live,Old English,Germanic,Old English;Germanic;Old Norse;Old Frisian;German;Greek;Dutch
lying,5,,,,
maintained,5,maintain,Old French,Latin,Old French;Latin
maintenance,5,maintenance,Old French,,Old French
manifest,5,manifest,Latin,,Latin
manner,5,manner,Old French,Latin,Old French;Latin;Spanish;Italian;Dutch;German
met,5,,,,
miscarriages,5,,,,
monarchical,5,,,,
municipal,5,municipal,French,,French
names,5,name,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;German;Middle Dutch;Dutch;Old Norse;Sanskrit;Greek;Latin;Slavonic;Russian;Old Irish
neighbour,5,neighbour,English,,English
next,5,next,Old English,Germanic,Old English;Germanic;Old Norse;Dutch;German
nonage,5,nonage,Old French,,Old French
nourishment,5,nourishment,Old French,,Old French
objection,5,objection,Old French,Latin,Old French;Latin
obligations,5,obligation,Old French,Latin,Old French;Latin
off-spring,5,,,,
offenders,5,offender,French,,French
offspring,5,offspring,Old English,,Old English
opinion,5,opinion,Old French,Latin,Old French;Latin
opportunity,5,opportunity,Old French,Latin,Old French;Latin
opposition,5,opposition,Old French,Latin,Old French;Latin
ourselves,5,,,,
owing,5,owe,Old English,Germanic,Old English;Germanic;Old Frisian;Old Norse;German;Sanskrit;Latin
passion,5,passion,Old French,Latin,Old French;Latin;Greek;Old English
perish,5,perish,Old French,Latin,Old French;Latin
perished,5,perish,Old French,Latin,Old French;Latin
polities,5,polity,French,Latin,French;Latin
poor,5,poor,Latin,,Latin
prey,5,prey,Old French,Latin,Old French;Latin
principles,5,principle,Old French,Latin,Old French;Latin;English
promote,5,promote,Old French,Latin,Old French;Latin
proportion,5,proportion,Old French,Latin,Old French;Latin
proved,5,prove,Old French,Latin,Old French;Latin;Spanish;Italian;Old English
reasonable,5,reasonable,Old French,Latin,Old French;Latin
regal,5,regal,Old French,Latin,Old French;Latin;Sanskrit;Persian;Old Irish;Old English;German;Old Norse
regulated,5,regulate,Latin,,Latin
remove,5,,,,
rent,5,rent,Old French,,Old French
restore,5,restore,Old French,Latin,Old French;Latin
retain,5,retain,Old French,Latin,Old French;Latin
riches,5,riches,Old French,Latin,Old French;Latin
safe,5,safe,French,,French
satisfied,5,,,,
saul,5,saul,Latin,,Latin
seize,5,seize,Old French,Latin,Old French;Latin;Germanic;Old English
service,5,service,Old French,Latin,Old French;Latin;English
shift,5,shift,Germanic,German,Germanic;German
si,5,si,Italian,Spanish,Italian;Spanish;Latin
silver,5,silver,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Old Norse;Middle Dutch;Dutch;German;Slavonic;Russian;Polish;Greek;Latin
sort,5,sort,Old French,Latin,Old French;Latin
sovereignty,5,sovereignty,Old French,,Old French
speaking,5,speak,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Old Norse;Greek
states,5,state,Latin,,Latin
stronger,5,strong,Old English,,Old English
sustained,5,sustain,Old French,Latin,Old French;Latin
tacitly,5,tacit,French,Latin,French;Latin;Old Norse;Old Saxon;German
temporary,5,temporary,Latin,,Latin
temptation,5,temptation,Old French,Latin,Old French;Latin
tenderness,5,,,,
thief,5,thief,Old English,Germanic,Old English;Germanic;Old Frisian;Old Saxon;Middle Dutch;Dutch;German;Old Norse
thou,5,thou,Old English,Germanic,Old English;Germanic;Old Frisian;Middle Dutch;Dutch;German;Old Norse;Latin;Irish;Welsh;Greek;Slavonic;Sanskrit
thoughts,5,thought,Old English,German,Old English;German
throne,5,throne,Old French,Latin,Old French;Latin;Greek;Sanskrit;English
transfer,5,,,,
treated,5,,,,
truth,5,truth,Old English,Germanic,Old English;Germanic
using,5,use,Old French,Old English,Old French;Old English
usually,5,,,,
vanquished,5,vanquish,Old French,Latin,Old French;Latin;English
visible,5,visible,Old French,Latin,Old French;Latin;Old English
wants,5,want,Old Norse,Germanic,Old Norse;Germanic
water,5,water,Old English,,Old English
weak,5,weak,Old Norse,Old English,Old Norse;Old English;Germanic;Old Saxon;Middle Dutch;Dutch;German
weal,5,,,,
went,5,,,,
7,4,,,,
accountable,4,accountable,French,,French
accustomed,4,,,,
acted,4,act,Old French,Latin,Old French;Latin;Greek;Sanskrit;Old Norse;Irish
add,4,add,Latin,,Latin
administration,4,administration,Latin,,Latin
advantages,4,advantage,Old French,Latin,Old French;Latin
affirm,4,affirm,Old French,Latin,Old French;Latin;English
agreeing,4,agree,Old French,Latin,Old French;Latin
allegiance,4,allegiance,Old French,Latin,Old French;Latin
along,4,along,Old English,Germanic,Old English;Germanic
amount,4,,,,
animals,4,,,,
antecedent,4,antecedent,Old French,Latin,Old French;Latin
appointment,4,appointment,French,,French
arts,4,art,Old French,Latin,Old French;Latin;Sanskrit;Greek;German;English
assemblies,4,assembly,Old French,,Old French
assisted,4,,,,
beast,4,beast,Old French,Latin,Old French;Latin;Old English
blood,4,,,,
brethren,4,,,,
brother,4,brother,Old English,Germanic,Old English;Germanic;Old Norse;Old Frisian;Dutch;German;Sanskrit;Greek;Latin;Old Irish;Welsh;Slavonic;Spanish
caused,4,cause,Old French,Latin,Old French;Latin;English
commoners,4,,,,
communities,4,community,Old French,Latin,Old French;Latin;Old English;American English
compass,4,compass,French,,French
conceive,4,conceive,Old French,Latin,Old French;Latin
concerns,4,,,,
condemn,4,condemn,Old French,Latin,Old French;Latin;Old English
confusion,4,confusion,Old French,Latin,Old French;Latin;English
constitute,4,constitute,Latin,,Latin
contest,4,,,,
convoking,4,convoke,French,Latin,French;Latin
corn,4,,,,
corruption,4,corruption,Latin,,Latin
court,4,,,,
covetousness,4,,,,
criminal,4,,,,
cultivated,4,cultivate,Latin,,Latin
cum,4,cum,Latin,English,Latin;English
customs,4,,,,
decision,4,decision,French,Latin,French;Latin
derived,4,derive,Old French,Latin,Old French;Latin
desires,4,desire,Old French,,Old French
destroyed,4,destroy,Old French,Latin,Old French;Latin;Italian
devised,4,devise,Old French,Latin,Old French;Latin
dignity,4,dignity,Old French,Latin,Old French;Latin
disposal,4,,,,
dispute,4,dispute,Old French,Latin,Old French;Latin
disturb,4,disturb,Old French,Latin,Old French;Latin;English
divine,4,divine,Old French,Latin,Old French;Latin
domestic,4,domestic,Latin,Sanskrit,Latin;Sanskrit;Greek;Slavonic;Russian;Old Norse;Italian;Spanish;Germanic;Old French
dominions,4,dominion,Old French,Latin,Old French;Latin
enemies,4,enemy,Old French,Latin,Old French;Latin;Italian;Spanish;Greek;Russian;Slavonic;Germanic;Old Norse;Old English
enjoyed,4,enjoy,Old French,Latin,Old French;Latin;Old English
enslave,4,,,,
erect,4,erect,Latin,,Latin
erecting,4,erect,Latin,,Latin
exchange,4,exchange,Old French,Latin,Old French;Latin;Italian
executioner,4,executioner,Old English,,Old English
exigencies,4,exigency,French,Latin,French;Latin
experience,4,,,,
extends,4,extend,Old French,Latin,Old French;Latin;English
feel,4,,,,
fellow,4,fellow,Old English,Old Norse,Old English;Old Norse;American English;Latin;Russian
fellowship,4,fellowship,English,,English
filmer,4,,,,
five,4,five,Old English,Germanic,Old English;Germanic;Old Frisian;Old Saxon;Dutch;Old Norse;German;Sanskrit;Greek;Latin;Slavonic;American English
flattery,4,flattery,Old French,,Old French
follows,4,follow,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Old Norse
foundations,4,foundation,Old French,Latin,Old French;Latin;Old English
fourthly,4,fourth,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Dutch;German
freeman,4,freeman,Old English,Old Frisian,Old English;Old Frisian;Dutch;German
frequent,4,frequent,Old French,Latin,Old French;Latin;Greek
fully,4,fully,Old English,Dutch,Old English;Dutch;German
gathered,4,gather,Old English,Germanic,Old English;Germanic;German;Old Frisian;Dutch
gold,4,gold,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;German;Middle Dutch;Dutch;Old Norse;Slavonic;Russian;Sanskrit
governor,4,governor,Old French,Latin,Old French;Latin
happens,4,happen,Old English,,Old English
heir,4,heir,Old French,Latin,Old French;Latin;English
hinders,4,hinder,Old English,German,Old English;German
hold,4,hold,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Old Norse;Dutch;German
holds,4,hold,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Old Norse;Dutch;German
home,4,home,Old English,Germanic,Old English;Germanic;Old Frisian;Old Norse;Middle Dutch;Dutch;German;Sanskrit;Greek;Slavonic
id,4,id,Latin,German,Latin;German
iii,4,,,,
illegal,4,illegal,French,Latin,French;Latin;American English;English
imagine,4,imagine,Old French,Latin,Old French;Latin
inconsistent,4,,,,
incorporate,4,incorporate,Latin,,Latin
incorporates,4,incorporate,Latin,,Latin
increased,4,,,,
indifferent,4,indifferent,Old French,Latin,Old French;Latin
individuals,4,individual,Latin,English,Latin;English
inforce,4,,,,
intrusted,4,,,,
invades,4,invade,French,Latin,French;Latin
island,4,island,Old English,Germanic,Old English;Germanic
joins,4,join,Old French,Latin,Old French;Latin;English
judg,4,,,,
justly,4,,,,
keeping,4,keep,Old English,Germanic,Old English;Germanic;Latin
killed,4,kil,Irish,Latin,Irish;Latin
knew,4,knew,Old English,,Old English
lasts,4,last,Old English,Old Frisian,Old English;Old Frisian;Dutch;German
lawfully,4,lawful,Old Norse,,Old Norse
lead,4,,,,
lib,4,lib,American English,English,American English;English
lie,4,lie,Old English,Germanic,Old English;Germanic;Old Norse;Old Frisian;Old Saxon;German
likely,4,likely,Old Norse,Old English,Old Norse;Old English;American English
limitations,4,limitation,Old French,Latin,Old French;Latin
loose,4,loose,Old Norse,Old English,Old Norse;Old English;Germanic;Middle Dutch;Dutch;German
maintain,4,maintain,Old French,Latin,Old French;Latin
meant,4,,,,
mighty,4,mighty,Old English,Old Frisian,Old English;Old Frisian;Old Saxon;Dutch;German
mine,4,mine,Old French,Welsh,Old French;Welsh;Irish;English
mischiefs,4,mischief,Old French,Latin,Old French;Latin;English
moderate,4,,,,
moment,4,moment,Old French,Latin,Old French;Latin;Spanish;Italian;English
near,4,near,Old English,Old Norse,Old English;Old Norse
necessities,4,necessity,Old French,Latin,Old French;Latin;English
needed,4,need,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;Middle Dutch;Dutch;German;Slavonic;Russian;Polish
neighbours,4,neighbour,English,,English
notion,4,notion,Latin,Greek,Latin;Greek
nourish,4,nourish,Old French,Latin,Old French;Latin
numerous,4,numerous,Latin,,Latin
oaths,4,oath,Old English,Germanic,Old English;Germanic;Old Norse;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Old Irish
observation,4,observation,Latin,,Latin
obvious,4,obvious,Latin,,Latin
offered,4,offer,Old French,,Old French
originally,4,original,Latin,,Latin
parental,4,parental,Latin,,Latin
periods,4,period,French,Latin,French;Latin;Greek;English
permission,4,permission,Latin,,Latin
permitted,4,,,,
petty,4,petty,Old French,English,Old French;English
plainly,4,,,,
populum,4,,,,
populus,4,,,,
possess,4,possess,Old French,Latin,Old French;Latin
prescribe,4,prescribe,Latin,,Latin
prescribes,4,prescribe,Latin,,Latin
produce,4,,,,
produced,4,,,,
profit,4,profit,Old French,Latin,Old French;Latin;Old English
promise,4,promise,Old French,Latin,Old French;Latin
providing,4,provide,Latin,Old French,Latin;Old French
provision,4,,,,
quickly,4,quickly,Old English,,Old English
quietly,4,quiet,Latin,,Latin
reader,4,reader,Old English,Dutch,Old English;Dutch;German
ready,4,ready,Old English,Germanic,Old English;Germanic;Old Frisian;Middle Dutch;Dutch;German;Old Norse
reasons,4,reason,Old French,Latin,Old French;Latin;Old English
rebels,4,,,,
regulate,4,regulate,Latin,,Latin
regulating,4,regulate,Latin,,Latin
relation,4,relation,Old French,Latin,Old French;Latin
remit,4,remit,Latin,,Latin
reposed,4,repose,French,,French
representation,4,representation,Old French,Latin,Old French;Latin
resume,4,resume,French,Latin,French;Latin
rich,4,rich,Old English,Germanic,Old English;Germanic;Old Norse;Old Frisian;Dutch;German;Old Irish;Old French;Spanish;Italian
robbers,4,robber,Old French,,Old French
sanction,4,,,,
save,4,,,,
seem,4,seem,Old Norse,Germanic,Old Norse;Germanic;Old English
seemed,4,seem,Old Norse,Germanic,Old Norse;Germanic;Old English
senate,4,senate,Old French,Latin,Old French;Latin
separated,4,,,,
servants,4,servant,Old French,Latin,Old French;Latin;Greek
setting,4,setting,English,,English
shewing,4,she,Old English,Dutch,Old English;Dutch;German;Greek
shewn,4,,,,
sit,4,sit,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;Middle Dutch;Dutch;German;American English
slave,4,,,,
sons,4,son,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Old Norse;Middle Dutch;Dutch;German;Sanskrit;Greek;Slavonic;Russian;Polish;Old Irish
soul,4,,,,
species,4,species,Latin,,Latin
spoil,4,spoil,Old French,Latin,Old French;Latin;Spanish;Italian
spoiled,4,,,,
stand,4,stand,Old English,Germanic,Old English;Germanic;Old Norse;Old Saxon;German;Dutch
stands,4,stand,Old English,Germanic,Old English;Germanic;Old Norse;Old Saxon;German;Dutch
stock,4,,,,
subdue,4,subdue,Old French,Latin,Old French;Latin;English
succession,4,succession,Old French,Latin,Old French;Latin
suffered,4,suffer,Old French,Latin,Old French;Latin;Old English
suffice,4,suffice,Old French,Latin,Old French;Latin
supported,4,,,,
supposition,4,supposition,Latin,Greek,Latin;Greek;English
tantum,4,,,,
taught,4,taught,Old English,,Old English
tendency,4,tendency,Latin,Old French,Latin;Old French
tending,4,ten,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;Old Dutch;German;Sanskrit;Greek;Latin;Spanish;French;Slavonic;Old Irish;Welsh
territories,4,territory,Latin,,Latin
towards,4,towards,Old English,,Old English
transgressed,4,,,,
transgressing,4,transgress,French,Latin,French;Latin
transgression,4,transgression,Old French,Latin,Old French;Latin
tuition,4,tuition,Old French,Latin,Old French;Latin
universal,4,universal,Old French,Latin,Old French;Latin
unreasonable,4,,,,
utmost,4,utmost,Old English,,Old English
variety,4,variety,French,Latin,French;Latin;American English;English
ways,4,way,Old English,Germanic,Old English;Germanic;Old Saxon;Dutch;Old Norse;Old Frisian;German
wealth,4,wealth,English,,English
wherever,4,,,,
whosoever,4,,,,
willing,4,willing,Old English,,Old English
willingly,4,willing,Old English,,Old English
wish,4,wish,Old English,Germanic,Old English;Germanic;Old Norse;Middle Dutch;Dutch;German;Sanskrit;Latin
woman,4,woman,Old English,Dutch,Old English;Dutch
woods,4,wood,Old English,Germanic,Old English;Germanic;Old Norse;German;Welsh;Old Irish
workmanship,4,,,,
writ,4,writ,Old English,,Old English
year,4,year,Old English,Germanic,Old English;Germanic;Old Saxon;German;Old Norse;Old Frisian;Dutch;Greek;Slavonic;Latin
100,3,,,,
"100,000",3,,,,
12,3,,,,
27,3,,,,
5,3,,,,
6,3,,,,
9,3,,,,
ab,3,ab,Latin,,Latin
ability,3,ability,Old French,Latin,Old French;Latin;English
abraham,3,abraham,Arabic,,Arabic
accidents,3,accident,Old French,Latin,Old French;Latin
acknowledge,3,acknowledge,Old English,,Old English
acknowledged,3,acknowledge,Old English,,Old English
acquiesced,3,acquiesce,French,Latin,French;Latin
acquire,3,acquire,Old French,Latin,Old French;Latin
added,3,,,,
almighty,3,almighty,Old English,Germanic,Old English;Germanic;Old Saxon;German;Old Norse;Latin
americans,3,,,,
ammonites,3,ammonite,French,Latin,French;Latin
among,3,among,Old English,Old Saxon,Old English;Old Saxon;Old Frisian
appealing,3,,,,
appear,3,appear,Old French,Latin,Old French;Latin
apples,3,apple,French,,French
appoint,3,appoint,Old French,Latin,Old French;Latin
appointing,3,appoint,Old French,Latin,Old French;Latin
appropriating,3,appropriate,Latin,,Latin
armed,3,,,,
asked,3,ask,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Sanskrit;Slavonic
assemble,3,assemble,Old French,Latin,Old French;Latin;English
assist,3,,,,
benefits,3,,,,
bestowed,3,,,,
binding,3,,,,
birth,3,birth,Old Norse,Old English,Old Norse;Old English;Germanic;Old Frisian;Old Saxon;Dutch;German;Sanskrit;Latin
bodies,3,body,Old English,German,Old English;German;Germanic;Latin;French
breaking,3,break,Old English,Germanic,Old English;Germanic;Old Frisian;Dutch;German;Italian
captives,3,captive,Latin,Old English,Latin;Old English
careful,3,careful,Old English,,Old English
carefully,3,carefully,Old English,,Old English
carry,3,,,,
casus,3,casus,Latin,,Latin
chance,3,chance,Old French,Latin,Old French;Latin;English
charged,3,charge,Old French,American English,Old French;American English;English
circumstances,3,,,,
cities,3,city,Old French,Latin,Old French;Latin;Italian;Spanish;Old English;American English
city,3,city,Old French,Latin,Old French;Latin;Italian;Spanish;Old English;American English
claimed,3,claim,Old French,,Old French
clear,3,,,,
cloth,3,cloth,Old English,Germanic,Old English;Germanic;Old Frisian;Middle Dutch;Dutch;German
comfort,3,comfort,Old French,Old English,Old French;Old English
coming,3,,,,
commerce,3,commerce,French,Latin,French;Latin
commodities,3,commodity,French,Latin,French;Latin
communion,3,communion,Old French,Latin,Old French;Latin
company,3,company,Old French,Latin,Old French;Latin
complain,3,complain,Old French,Latin,Old French;Latin
concerned,3,,,,
concurred,3,concur,Latin,English,Latin;English
confidence,3,confidence,French,Latin,French;Latin
conformable,3,,,,
conscience,3,conscience,Old French,Latin,Old French;Latin;Greek;Old English;Russian
consents,3,consent,Old French,,Old French
considering,3,consider,Old French,Latin,Old French;Latin;English
constant,3,,,,
constantly,3,,,,
contend,3,contend,Old French,Latin,Old French;Latin
contenders,3,,,,
content,3,content,Latin,,Latin
continuation,3,continuation,Old French,Latin,Old French;Latin
contra,3,contra,French,English,French;English;Spanish;Italian
controul,3,,,,
convenient,3,convenient,Latin,,Latin
convening,3,convene,French,Latin,French;Latin
convinced,3,convince,Latin,,Latin
cost,3,cost,Old French,,Old French
counted,3,count,Old French,Latin,Old French;Latin
created,3,create,Latin,,Latin
crown,3,crown,Old French,Latin,Old French;Latin;Greek;Old English;German
cujus,3,,,,
david,3,,,,
decay,3,,,,
declares,3,declare,Old French,Latin,Old French;Latin
declaring,3,declare,Old French,Latin,Old French;Latin
defect,3,defect,French,Latin,French;Latin
degrees,3,degree,Old French,Latin,Old French;Latin;English
deliver,3,deliver,Old French,Latin,Old French;Latin;English
delivered,3,deliver,Old French,Latin,Old French;Latin;English
demands,3,demand,Old French,Latin,Old French;Latin
depends,3,depend,French,Latin,French;Latin
descended,3,descend,Old French,Latin,Old French;Latin;English
destroying,3,destroy,Old French,Latin,Old French;Latin;Italian
die,3,die,Old Norse,Germanic,Old Norse;Germanic;Old Frisian;Old Saxon;German;Old Irish;Slavonic;Russian;Old English;Dutch
differ,3,differ,Old French,Latin,Old French;Latin;English
difficult,3,difficult,French,Latin,French;Latin
difficulty,3,difficulty,Old French,Latin,Old French;Latin
disposed,3,,,,
disposing,3,dispose,Old French,Latin,Old French;Latin
dissolve,3,dissolve,Latin,,Latin
dissolving,3,dissolve,Latin,,Latin
doubts,3,doubt,Old French,,Old French
draws,3,draw,Old English,Germanic,Old English;Germanic;Old Norse;Old Saxon;Old Frisian;Middle Dutch;Dutch;German
ease,3,ease,Old French,,Old French
elective,3,elective,Latin,,Latin
electors,3,elector,Latin,,Latin
enacted,3,,,,
enemy,3,enemy,Old French,Latin,Old French;Latin;Italian;Spanish;Greek;Russian;Slavonic;Germanic;Old Norse;Old English
engagement,3,,,,
engages,3,engage,Old French,Germanic,Old French;Germanic;German;Dutch
enjoys,3,enjoy,Old French,Latin,Old French;Latin;Old English
enmity,3,enmity,Old French,Latin,Old French;Latin
erected,3,erect,Latin,,Latin
etiam,3,,,,
eum,3,,,,
evidence,3,,,,
evils,3,evil,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Latin;American English
exceed,3,exceed,Old French,Latin,Old French;Latin
exclusive,3,exclusive,Latin,,Latin
excuses,3,excuse,Old French,Latin,Old French;Latin;Spanish;Italian;English
executed,3,execute,Old French,Latin,Old French;Latin
executor,3,executor,French,Latin,French;Latin
expose,3,expose,French,,French
expresly,3,,,,
expressions,3,expression,French,Latin,French;Latin
extemporary,3,,,,
fancy,3,,,,
father's,3,,,,
fatherhood,3,,,,
filled,3,fill,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;Dutch;German
flatterers,3,,,,
followers,3,follower,Old English,Old Frisian,Old English;Old Frisian;Dutch;German
following,3,following,Old English,,Old English
foolish,3,foolish,Old English,,Old English
forces,3,force,Old French,,Old French
foreigners,3,foreigner,American English,English,American English;English;Old French;Irish
foresee,3,foresee,Old English,Latin,Old English;Latin;Dutch;German
fought,3,fought,Old English,,Old English
fountain,3,fountain,Old French,Latin,Old French;Latin;Spanish;Italian;Sanskrit;American English;English
frailty,3,frailty,Old French,Latin,Old French;Latin
fruit,3,fruit,Old French,Latin,Old French;Latin;Spanish;Italian;German;English
furnished,3,,,,
gathering,3,gathering,Old English,,Old English
goes,3,goes,Old English,,Old English
going,3,,,,
granted,3,grant,Old French,,Old French
gross,3,,,,
grounded,3,,,,
grow,3,,,,
happiness,3,,,,
hardly,3,hardly,Old English,,Old English
heap,3,heap,Old English,German,Old English;German
hear,3,hear,Old English,Germanic,Old English;Germanic;Old Norse;Old Frisian;Dutch;German
held,3,held,Old English,,Old English
hereafter,3,hereafter,Old English,,Old English
hoc,3,hoc,Latin,,Latin
honest,3,honest,Old French,Latin,Old French;Latin
horse,3,horse,Old English,,Old English
humour,3,humour,English,,English
husbandry,3,,,,
ibid,3,,,,
imaginary,3,imaginary,Latin,,Latin
improved,3,improve,Old French,Latin,Old French;Latin
inclose,3,,,,
inconvenience,3,,,,
infirmities,3,infirmity,Latin,Old French,Latin;Old French
injure,3,injure,French,Latin,French;Latin
inlarged,3,,,,
institution,3,institution,Old French,Latin,Old French;Latin
intervals,3,interval,Old French,Latin,Old French;Latin
intire,3,,,,
intolerable,3,intolerable,Latin,,Latin
introduces,3,introduce,Latin,,Latin
invention,3,invention,Old French,Latin,Old French;Latin;English
ipse,3,ipse,Latin,Greek,Latin;Greek
ipso,3,ipso,Latin,,Latin
irregular,3,,,,
issue,3,issue,Old French,,Old French
jephtha,3,,,,
judgments,3,judgment,Old French,,Old French
judicious,3,judicious,French,Latin,French;Latin
jure,3,,,,
kindness,3,kindness,Old English,,Old English
knows,3,know,Old English,Germanic,Old English;Germanic;German;Slavonic;Russian;Latin;Greek;Sanskrit;French
largeness,3,,,,
latter,3,latter,Old English,,Old English
legislator,3,legislator,Latin,,Latin
legislature,3,,,,
lephtha,3,,,,
lists,3,,,,
loses,3,lose,Old English,Germanic,Old English;Germanic;Old Norse;Old Frisian;Old Saxon;Middle Dutch;Dutch;German;Sanskrit;Greek;Latin;American English
loss,3,loss,Old English,Germanic,Old English;Germanic
maker,3,,,,
managed,3,manage,Italian,Latin,Italian;Latin;French;English
