word,word count
the,6666
and,5754
to,4415
he,4213
a,3853
i,3542
you,3460
of,3129
it,2818
in,2696
that,2624
was,2458
his,1911
at,1792
but,1513
not,1500
her,1479
with,1460
him,1402
s,1394
she,1366
had,1334
for,1325
on,1294
is,1178
all,1072
what,1049
as,1005
have,973
be,928
me,910
n't,899
do,884
so,734
raskolnikov,727
are,713
there,676
they,652
from,641
were,625
out,611
my,600
no,572
up,567
this,563
your,549
one,523
did,503
been,495
would,494
now,486
if,482
them,482
said,468
will,453
by,450
am,448
could,446
about,445
how,440
an,435
come,424
know,423
too,414
then,395
though,394
man,391
why,387
very,380
like,376
only,364
we,362
when,362
again,352
into,350
some,350
more,349
or,339
who,338
sonia,334
see,326
razumihin,324
went,322
time,321
has,316
here,313
go,310
himself,296
once,295
dounia,290
looked,273
which,273
down,268
even,268
before,267
well,266
suddenly,265
room,261
thought,260
say,253
can,251
petrovitch,250
yes,250
just,249
last,249
must,248
little,247
still,245
something,244
began,238
ivanovna,230
ve,229
cried,226
way,224
nothing,223
face,222
such,220
eyes,217
ll,216
away,214
over,208
came,207
door,207
two,204
made,198
tell,198
svidrigaďlov,197
without,194
almost,187
should,187
after,184
porfiry,184
looking,183
get,180
where,180
let,179
mother,177
off,176
asked,175
back,175
good,174
moment,173
their,172
first,171
old,171
head,170
katerina,169
right,168
stood,168
think,167
another,166
perhaps,166
turned,166
other,165
make,164
take,164
us,164
going,161
put,160
want,160
look,159
day,158
woman,158
long,157
may,156
quite,156
seemed,155
took,153
understand,151
felt,149
shall,149
hand,148
much,147
than,144
pyotr,142
money,141
same,141
own,139
oh,138
everything,135
heard,134
might,134
course,133
believe,131
got,130
great,130
people,130
saw,130
better,127
never,127
upon,124
hands,123
pulcheria,122
because,121
alexandrovna,120
any,120
indeed,119
brother,118
give,118
myself,118
through,118
anything,116
mind,116
rodya,115
strange,115
yesterday,113
word,112
heart,111
left,111
always,110
god,110
told,109
yourself,108
answered,107
knew,107
life,107
does,106
question,106
sister,106
minute,102
simply,102
table,101
three,101
whole,101
ca,100
gave,100
our,99
really,99
speak,99
luzhin,98
place,98
round,98
street,98
avdotya,97
most,97
romanovna,97
sat,97
wo,97
thing,96
every,95
things,95
herself,94
seen,93
walked,93
while,93
ask,92
children,92
house,91
young,91
home,90
yet,90
these,88
find,87
soon,87
girl,86
standing,86
matter,85
nastasya,85
under,85
words,85
shouted,84
both,83
zossimov,83
sort,82
remember,81
to-day,81
d,80
night,80
smile,80
idea,79
mean,79
ran,79
zametov,79
ah,78
open,78
new,77
rather,77
alone,76
those,75
already,74
being,74
fact,74
added,73
done,73
hear,73
talking,73
wanted,73
coming,72
half,72
least,72
rodion,72
voice,72
afraid,71
father,71
brought,70
business,70
men,70
roubles,70
sofya,70
stairs,70
years,70
keep,69
point,68
sofa,68
talk,68
case,67
doing,67
flat,67
muttered,67
side,67
corner,66
found,66
help,66
far,65
semyonovna,65
thinking,65
against,64
drunk,64
