word,word count
the,4031
and,2211
of,1845
to,1741
he,1695
a,1561
was,1169
his,1154
in,1044
had,812
her,789
i,772
said,755
she,710
that,699
it,643
mr,576
s,565
for,497
at,493
him,486
with,481
on,452
you,451
as,369
but,344
not,286
they,278
were,272
when,265
all,257
be,246
would,244
from,235
man,232
out,230
by,216
up,214
n't,213
little,209
one,208
what,200
we,193
which,193
there,191
is,189
an,184
then,180
me,177
my,176
have,175
so,171
them,167
no,165
gabriel,157
did,152
could,151
or,151
who,149
their,146
into,145
been,144
old,144
do,143
down,136
if,136
some,136
very,132
like,130
now,129
about,128
asked,127
aunt,127
this,124
mrs,117
two,116
after,114
again,114
time,114
well,113
went,113
young,111
know,110
face,109
over,108
good,102
came,101
before,100
began,100
miss,99
eyes,96
go,95
o,93
back,92
head,90
made,90
room,86
street,84
see,82
life,79
stood,79
how,78
come,77
himself,76
house,76
ll,76
too,76
kate,75
us,75
night,74
right,74
where,74
kernan,73
say,73
while,73
other,72
men,71
never,70
voice,70
only,69
seemed,69
hand,68
think,68
are,66
few,65
great,65
looked,64
mary,64
first,63
here,63
took,63
upon,63
table,62
get,61
long,61
something,61
still,61
way,60
towards,59
cunningham,58
felt,58
our,58
any,57
every,57
knew,57
door,56
father,56
gallaher,56
kearney,56
nothing,56
power,56
thought,56
yes,56
heard,55
home,54
julia,54
tell,54
through,54
told,54
always,53
away,53
henchy,53
jane,53
more,53
put,53
round,53
used,53
corley,52
m,52
turned,52
off,51
sat,51
your,51
along,50
light,50
such,50
friends,49
hands,49
money,49
saw,49
these,49
browne,48
just,48
own,48
much,47
must,47
people,47
together,47
why,47
boy,46
going,46
dark,45
day,45
o'connor,45
once,45
take,45
three,45
woman,45
because,44
course,44
end,44
evening,44
last,44
under,44
walked,44
another,43
brought,43
fire,43
let,43
many,43
chandler,42
its,42
left,42
maria,42
mind,42
called,41
make,41
against,40
air,40
poor,40
re,40
wife,40
dublin,39
friend,39
got,39
holohan,39
look,39
malins,39
moment,39
mother,39
passed,39
d,38
gone,38
hat,38
ignatius,38
saying,38
will,38
found,37
name,37
slowly,37
sure,37
children,36
daughter,36
joe,36
might,36
office,36
white,36
ever,35
god,35
hall,35
than,35
years,35
freddy,34
girl,34
part,34
window,34
world,34
better,33
even,33
has,33
heart,33
lay,33
seen,33
spoke,33
can,32
corner,32
glass,32
ladies,32
m'coy,32
morning,32
perhaps,32
those,32
without,32
behind,31
cold,31
fellow,31
gave,31
gentlemen,31
laughed,31
lenehan,31
music,31
side,31
small,31
answered,30
between,30
body,30
hear,30
thing,30
tried,30
being,29
city,29
each,29
four,29
full,29
often,29
alleyne,28
also,28
business,28
done,28
everyone,28
give,28
looking,28
nice,28
standing,28
words,28
black,27
boys,27
find,27
held,27
open,27
opened,27
quickly,27
silence,27
beside,26
continued,26
d'arcy,26
herself,26
ivors,26
jimmy,26
near,26
ran,26
school,26
should,26
sir,26
stairs,26
anything,25
big,25
farrington,25
husband,25
minutes,25
mouth,25
others,25
silent,25
until,25
bad,24
child,24
coming,24
enough,24
fine,24
glanced,24
gretta,24
hynes,24
same,24
set,24
shook,24
shop,24
wo,24
word,24
work,24
across,23
brown,23
feel,23
followed,23
hair,23
irish,23
mahony,23
may,23
met,23
nearly,23
piano,23
play,23
quite,23
talk,23
wanted,23
ask,22
church,22
country,22
dead,22
girls,22
keep,22
lady,22
late,22
leave,22
live,22
mean,22
new,22
read,22
really,22
road,22
talking,22
things,22
though,22
bed,21
bottle,21
car,21
caught,21
company,21
drank,21
far,21
gentleman,21
jack,21
large,21
noise,21
person,21
sent,21
short,21
soon,21
stout,21
times,21
wore,21
year,21
yet,21
certain,20
cried,20
fell,20
good-night,20
grey,20
having,20
kept,20
laughing,20
taken,20
turn,20
walking,20
want,20
answer,19
arm,19
arms,19
bottles,19
closed,19
does,19
dress,19
drink,19
hour,19
point,19
red,19
remember,19
sitting,19
smiling,19
sometimes,19
soul,19
ve,19
above,18
ah,18
best,18
blue,18
call,18
case,18
concert,18
crofton,18
crowd,18
feet,18
five,18
floor,18
front,18
hard,18
high,18
laughter,18
love,18
moments,18
played,18
remembered,18
snow,18
speak,18
till,18
tom,18
waited,18
waiting,18
watched,18
whether,18
wished,18
women,18
am,17
bit,17
both,17
bring,17
chair,17
conroy,17
days,17
figure,17
glasses,17
green,17
hot,17
mooney,17
most,17
moustache,17
returned,17
seeing,17
sight,17
stopped,17
tone,17
warm,17
bar,16
beautiful,16
clerk,16
conversation,16
desk,16
falling,16
filled,16
fitzpatrick,16
fogarty,16
half,16
kathleen,16
meet,16
order,16
paper,16
party,16
polly,16
pope,16
priest,16
sister,16
smiled,16
suddenly,16
tenor,16
tram,16
twice,16
whose,16
age,15
bartell,15
believe,15
books,15
cab,15
chap,15
death,15
dinner,15
expression,15
gaze,15
grew,15
houses,15
lily,15
listening,15
lit,15
lived,15
london,15
matter,15
nor,15
nose,15
piece,15
question,15
repeated,15
says,15
second,15
serious,15
sing,15
smile,15
surprised,15
ten,15
tonight,15
walk,15
wish,15
almost,14
alone,14
amid,14
become,14
beginning,14
damn,14
deal,14
died,14
field,14
however,14
leaned,14
lips,14
listened,14
memory,14
morkan,14
myself,14
next,14
nodded,14
paid,14
pause,14
playing,14
rather,14
reached,14
river,14
sang,14
shoulders,14
since,14
singing,14
speech,14
stand,14
streets,14
suppose,14
wall,14
whisky,14
ca,13
contract,13
copy,13
counter,13
dillon,13
during,13
eight,13
eliza,13
else,13
entered,13
everything,13
game,13
hope,13
itself,13
kind,13
least,13
lyons,13
manner,13
neither,13
papers,13
paris,13
past,13
pushed,13
ready,13
remained,13
run,13
segouin,13
shadow,13
sit,13
song,13
square,13
steps,13
story,13
thoughts,13
tired,13
tongue,13
true,13
understand,13
villona,13
whenever,13
accent,12
added,12
afraid,12
allowed,12
among,12
artistes,12
blood,12
bridge,12
burke,12
catch,12
chief,12
close,12
college,12
colour,12
confused,12
constable,12
cotter,12
darkness,12
decent,12
drawing-room,12
dressed,12
ear,12
fallen,12
fat,12
getting,12
humour,12
idea,12
job,12
known,12
lamp,12
led,12
leo,12
listen,12
living,12
opinion,12
outside,12
overcoat,12
pale,12
place,12
pocket,12
quay,12
raised,12
seem,12
son,12
speaking,12
strange,12
sunday,12
taking,12
tea,12
trying,12
wait,12
weathers,12
week,12
wondered,12
accident,11
ago,11
arranged,11
became,11
buy,11
cap,11
committee,11
concerts,11
donnelly,11
fact,11
fear,11
fingers,11
foot,11
frank,11
gazed,11
giving,11
healy,11
honour,11
johnny,11
king,11
laid,11
lightly,11
longed,11
manager,11
married,11
nature,11
o'clock,11
pass,11
porter,11
present,11
running,11
soft,11
sorry,11
sound,11
summer,11
supper,11
thanks,11
themselves,11
thick,11
throat,11
touch,11
train,11
wild,11
write,11
written,11
yourself,11
affair,10
anyone,10
bank,10
besides,10
bought,10
bright,10
candle,10
carried,10
chapel,10
collar,10
cry,10
drew,10
eat,10
ended,10
express,10
eye,10
fair,10
forget,10
general,10
glad,10
grown,10
halted,10
hardly,10
help,10
hill,10
horse,10
john,10
longer,10
lower,10
making,10
minute,10
moved,10
neck,10
nobody,10
notes,10
pantry,10
paused,10
please,10
reason,10
row,10
saturday,10
slightly,10
softly,10
someone,10
struck,10
talked,10
tall,10
turning,10
uncle,10
within,10
wrong,10
wrote,10
address,9
agreed,9
bazaar,9
begun,9
bell,9
boldly,9
book,9
breath,9
broke,9
broken,9
cards,9
charge,9
cigarette,9
clock,9
conscious,9
cross,9
deep,9
downstairs,9
dressing-room,9
dull,9
explained,9
faces,9
fall,9
family,9
feeling,9
finished,9
fond,9
forward,9
given,9
ground,9
heavy,9
kitchen,9
knees,9
less,9
liked,9
lord,9
mistake,9
note,9
ones,9
ourselves,9
pay,9
photograph,9
plate,9
plates,9
pleasant,9
pleasure,9
properly,9
quiet,9
quietly,9
rain,9
received,9
seconds,9
show,9
showed,9
skirt,9
society,9
somewhat,9
spent,9
station,9
strong,9
subject,9
thank,9
thin,9
thinking,9
trouble,9
understood,9
upper,9
visit,9
west,9
yellow,9
baritone,8
bass,8
begin,8
break,8
brother,8
candles,8
changed,8
clapping,8
clothes,8
companion,8
covered,8
daly,8
dear,8
desire,8
dish,8
distance,8
doors,8
doorway,8
drove,8
duffy,8
ears,8
escaped,8
except,8
fellows,8
fist,8
free,8
french,8
gathered,8
goes,8
goloshes,8
grace,8
habit,8
happy,8
helped,8
hoped,8
hospitality,8
hotel,8
hours,8
ireland,8
james,8
leaning,8
loudly,8
low,8
madam,8
mass,8
melancholy,8
nervously,8
o'halloran,8
o'madden,8
pa,8
pair,8
passing,8
phrase,8
pity,8
placed,8
plain,8
platform,8
pupils,8
ring,8
shouted,8
silver,8
sinico,8
six,8
smoke,8
spite,8
staircase,8
stick,8
stories,8
task,8
tears,8
teeth,8
telling,8
tommy,8
touched,8
upstairs,8
use,8
waltz,8
wandered,8
water,8
welcome,8
whom,8
youth,8
already,7
anger,7
appeared,7
audience,7
aunts,7
bag,7
banisters,7
beyond,7
bowed,7
brows,7
care,7
cashier,7
catholic,7
ceased,7
cheeks,7
christmas,7
circle,7
clear,7
cleared,7
coat,7
convent,7
cover,7
crossed,7
cut,7
delacour,7
different,7
distant,7
doing,7
doubt,7
drawn,7
drinking,7
drunk,7
edge,7
empty,7
everybody,7
excited,7
excitement,7
farley,7
features,7
finally,7
finish,7
firmly,7
forehead,7
freeman,7
friendly,7
garden,7
gas,7
german,7
ginger,7
goose,7
grand,7
handed,7
happened,7
happiness,7
holding,7
huge,7
indeed,7
influence,7
injured,7
invited,7
later,7
lead,7
leaving,7
leonard,7
letter,7
lifted,7
lines,7
lying,7
mantelpiece,7
michael,7
middle,7
mirror,7
moist,7
named,7
none,7
notice,7
noticed,7
obliged,7
park,7
pointed,7
position,7
pretty,7
proud,7
pudding,7
punch,7
railings,7
reading,7
religion,7
rested,7
sake,7
secret,7
simply,7
spirit,7
splendid,7
stared,7
staring,7
step,7
stuff,7
style,7
sudden,7
takes,7
therefore,7
thrown,7
tip,7
toast,7
top,7
try,7
useless,7
watching,7
whole,7
writing,7
able,6
account,6
adventure,6
afterwards,6
alive,6
allow,6
alphy,6
american,6
angry,6
annie,6
anyway,6
applause,6
arranging,6
aside,6
asking,6
ate,6
awkward,6
beer,6
below,6
bent,6
blind,6
butler,6
cabbage,6
cabman,6
calling,6
cases,6
cheek,6
coloured,6
comes,6
cool,6
corkscrew,6
curate,6
curious,6
deceased,6
devil,6
die,6
difficulty,6
drive,6
duties,6
earnestly,6
earth,6
ease,6
eating,6
ends,6
enthusiasm,6
escape,6
evidently,6
expressed,6
failure,6
faith,6
final,6
fixed,6
following,6
forgotten,6
fro,6
gallery,6
galway,6
gazing,6
generation,6
george,6
gravely,6
guests,6
hall-door,6
hearers,6
heels,6
higgins,6
hold,6
human,6
hung,6
ill,6
image,6
intention,6
iron,6
joy,6
knock,6
knows,6
lamps,6
land,6
landing,6
laugh,6
letters,6
lighted,6
line,6
lively,6
manners,6
martin,6
meant,6
meeting,6
melody,6
memories,6
minds,6
musical,6
names,6
nannie,6
nationalist,6
north,6
o'callaghan,6
observed,6
odour,6
offer,6
opera,6
ordered,6
pace,6
page,6
pain,6
pat,6
path,6
paying,6
places,6
poems,6
pointing,6
pound,6
pressed,6
private,6
proceeded,6
public-house,6
pulled,6
purpose,6
quarter,6
questions,6
railway,6
rapidly,6
recognised,6
religious,6
respect,6
rest,6
review,6
riviere,6
rooms,6
rose,6
save,6
served,6
settled,6
shillings,6
shining,6
shoes,6
sign,6
silk,6
sixpence,6
stamping,6
stay,6
straight,6
suit,6
swiftly,6
terms,6
terrible,6
third,6
tie,6
tightly,6
trembling,6
troubled,6
truth,6
twenty,6
upwards,6
view,6
warmly,6
wet,6
windows,6
wine,6
works,6
younger,6
abruptly,5
accompanist,5
advice,5
alluding,5
annoyed,5
appearance,5
approached,5
arrived,5
artiste,5
assumed,5
attention,5
attitude,5
bade,5
barman,5
beat,5
bedroom,5
believed,5
benches,5
beneath,5
bernard,5
blouse,5
bob,5
boots,5
bore,5
bosom,5
box,5
breast,5
burst,5
capital,5
captain,5
careful,5
carriage,5
cars,5
carve,5
cast,5
character,5
chin,5
christ,5
clever,5
coffin,5
coldly,5
companions,5
confess,5
continent,5
cook,5
counted,5
crossing,5
crying,5
decided,5
delicate,5
details,5
directed,5
direction,5
dirty,5
disappointed,5
doran,5
double,5
drinks,5
easy,5
eaten,5
educated,5
eh,5
either,5
elbows,5
engine,5
english,5
enjoy,5
eve,5
exactly,5
example,5
exclaimed,5
eyebrows,5
fanning,5
finger,5
flight,5
flung,5
flynn,5
food,5
fool,5
foolish,5
friday,5
furey,5
furlong,5
furniture,5
gaily,5
glancing,5
gold,5
gradually,5
grafton,5
greatly,5
happen,5
harford,5
harry,5
health,5
hearing,5
heartily,5
hers,5
history,5
honest,5
hungarian,5
hurried,5
idle,5
imagination,5
instant,5
instead,5
instinct,5
interval,5
invalid,5
jesuits,5
join,5
journey,5
jumped,5
keon,5
kindly,5
kissed,5
knelt,5
lass,5
leaf,5
learned,5
lemonade,5
lest,5
level,5
lonely,5
lost,5
lovely,5
makes,5
mamma,5
mansion,5
match,5
meaning,5
mentioned,5
mill,5
month,5
mood,5
moreover,5
murmur,5
murmured,5
mystery,5
neighbours,5
nervous,5
next-door,5
nights,5
opposite,5
orders,5
pages,5
paragraph,5
parlour,5
parnell,5
partner,5
passion,5
penny,5
picture,5
pious,5
pockets,5
port,5
pride,5
printed,5
promptly,5
pull,5
pulling,5
purdon,5
purse,5
quick,5
ragged,5
real,5
remain,5
remark,5
reparation,5
reported,5
retort,5
retreat,5
royal,5
safe,5
saluted,5
scene,5
seat,5
secretary,5
seized,5
send,5
sending,5
sensation,5
sense,5
shade,5
shaking,5
shall,5
shame,5
sharp,5
shelves,5
sherry,5
sideboard,5
sideways,5
sighed,5
skin,5
sky,5
slope,5
sober,5
sons,5
special,5
spiritual,5
spoken,5
stewards,5
strove,5
suggested,5
sum,5
swaying,5
sweets,5
swift,5
sympathy,5
tapped,5
taught,5
tender,5
theatre,5
thursday,5
tierney,5
tiptoe,5
today,5
tomorrow,5
treated,5
trembled,5
trial,5
tricky,5
umbrella,5
usually,5
vague,5
verse,5
vulgar,5
waist,5
waistcoat,5
wandering,5
wants,5
ward,5
waterproof,5
weather,5
whatever,5
whipped,5
wide,5
won,5
working-man,5
worse,5
accounts,4
admit,4
agent,4
agitation,4
alarmed,4
allusion,4
antient,4
anyhow,4
anywhere,4
appealed,4
appear,4
apple,4
arguing,4
around,4
ashamed,4
asleep,4
aughrim,4
avenue,4
aware,4
awfully,4
ay,4
basket,4
beard,4
beirne,4
belfast,4
biscuits,4
blame,4
blast,4
bloody,4
blowing,4
blush,4
boarding,4
boat,4
bodley,4
breakfast,4
brilliant,4
briton,4
bronze,4
brothers,4
brushed,4
built,4
bulk,4
buried,4
butcher,4
buttons,4
cakes,4
calm,4
canal,4
card,4
cardboard,4
carefully,4
caretaker,4
carrying,4
castle,4
casual,4
cat,4
catching,4
celery,4
centre,4
chairs,4
chalice,4
change,4
changing,4
chapelizod,4
cheerfully,4
cigar,4
cinders,4
circumstances,4
clerks,4
cloak,4
closely,4
clouds,4
collected,4
comfort,4
compliment,4
conduct,4
control,4
correspondence,4
couples,4
courage,4
courses,4
dance,4
dancing,4
danger,4
decanter,4
dignity,4
disorder,4
divided,4
doctor,4
doorstep,4
dozen,4
driver,4
early,4
education,4
england,4
enter,4
entertaining,4
ernest,4
examined,4
excuse,4
existence,4
expect,4
expense,4
extended,4
faded,4
failed,4
failing,4
faint,4
faintly,4
farther,4
fashion,4
fault,4
fiercely,4
fifteen,4
figures,4
flat,4
flew,4
follow,4
forced,4
foreign,4
form,4
former,4
fragrance,4
france,4
frowning,4
further,4
future,4
gay,4
gesture,4
gift,4
grass,4
growing,4
guineas,4
hallo,4
ham,4
handkerchief,4
harm,4
hastily,4
hearts,4
heavily,4
hell,4
hesitated,4
hid,4
hogan,4
hungry,4
hurry,4
ideas,4
imagined,4
impossible,4
impression,4
incident,4
interest,4
interested,4
invitation,4
jesuit,4
joke,4
judge,4
kingstown,4
labour,4
lamplight,4
lane,4
language,4
latin,4
leg,4
length,4
lighting,4
lights,4
lip,4
loose,4
loud,4
lux,4
mac,4
marriage,4
marry,4
master,4
mat,4
mayor,4
means,4
merrion,4
merry,4
modern,4
monks,4
monologue,4
moral,4
moving,4
narrative,4
neat,4
nephew,4
nine,4
nineteen,4
nuts,4
